id,item,response,source,prediction,modelname,text
6658bbefeacd7bcadeef885f,BUCKET,to put on your feet to walk through water.,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: to put on your feet to walk through water."
6658bbefeacd7bcadeef885f,KNIFE,a surf board for a mouse,human,0.69,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: a surf board for a mouse"
6658bbefeacd7bcadeef885f,PENCIL,to stir hot drinks,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to stir hot drinks"
6658bbefeacd7bcadeef885f,SOCK,a sleeping bag for a small animal,human,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: a sleeping bag for a small animal"
6658ca2b92efe5c33798f1b4,BRICK,paper weight,human,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: paper weight"
6658ca2b92efe5c33798f1b4,BUCKET,seat,human,0.38,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: seat"
6658ca2b92efe5c33798f1b4,KNIFE,scratch art,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: scratch art"
6658ca2b92efe5c33798f1b4,PENCIL,ear scratcher,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: ear scratcher"
6658ca2b92efe5c33798f1b4,SOCK,glove,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: glove"
6658d02b830a00e979619fb8,BRICK,constuction of a pet homes,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: constuction of a pet homes"
6658d02b830a00e979619fb8,BUCKET,burn it to create a f and ire make the home warm,human,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: burn it to create a f and ire make the home warm"
6658d02b830a00e979619fb8,KNIFE,constuction of arrows and calving of dolls,human,0.71,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: constuction of arrows and calving of dolls"
6658d02b830a00e979619fb8,PENCIL,reovethe black and turn it to a black paint,human,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: reovethe black and turn it to a black paint"
6658d02b830a00e979619fb8,SOCK,sowing it together to make fishing net,human,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: sowing it together to make fishing net"
665a16dd2db5a0dff976ea9b,BRICK,building houses,human,0.35,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: building houses"
665a16dd2db5a0dff976ea9b,BUCKET,using if the toilet stops working,human,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: using if the toilet stops working"
665a16dd2db5a0dff976ea9b,KNIFE,cutting objects,human,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cutting objects"
665a16dd2db5a0dff976ea9b,PENCIL,using the shavings,human,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: using the shavings"
665a16dd2db5a0dff976ea9b,SOCK,making sock puppets,human,0.68,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: making sock puppets"
665e680164927b18554b66ec,BRICK,doorstop,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: doorstop"
665e680164927b18554b66ec,BUCKET,fill it with water and put it on top of door,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: fill it with water and put it on top of door"
665e680164927b18554b66ec,KNIFE,fingernail cleaner,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: fingernail cleaner"
665e680164927b18554b66ec,PENCIL,wedge it between a door and frame so the door won't close,human,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: wedge it between a door and frame so the door won't close"
665e680164927b18554b66ec,SOCK,put money in it and hide in drawer,human,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: put money in it and hide in drawer"
665ee0800a4d97ea0026ff34,BRICK,use them to play boules,human,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use them to play boules"
665ee0800a4d97ea0026ff34,BUCKET,use a bucket to dig a hole on the beach,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use a bucket to dig a hole on the beach"
665ee0800a4d97ea0026ff34,KNIFE,use it,human,0.28,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it"
665ee0800a4d97ea0026ff34,PENCIL,a splint for a broken finger,human,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: a splint for a broken finger"
665ee0800a4d97ea0026ff34,SOCK,us e to carry,human,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: us e to carry"
6660ab8eeaa4f5e8a6a4d223,BRICK,to frame protestors as violent mobs,human,0.65,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: to frame protestors as violent mobs"
6660ab8eeaa4f5e8a6a4d223,BUCKET,handing out candy to trick or treaters,human,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: handing out candy to trick or treaters"
6660ab8eeaa4f5e8a6a4d223,KNIFE,to pry open a locked door,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to pry open a locked door"
6660ab8eeaa4f5e8a6a4d223,PENCIL,for lead poisoning,human,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: for lead poisoning"
6660ab8eeaa4f5e8a6a4d223,SOCK,fleshlight,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: fleshlight"
6662f201ccf41c36e7408562,BRICK,as a paper weight,human,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: as a paper weight"
6662f201ccf41c36e7408562,BUCKET,to sit on,human,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: to sit on"
6662f201ccf41c36e7408562,KNIFE,cutting fabric,human,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cutting fabric"
6662f201ccf41c36e7408562,PENCIL,as an under nail cleaner,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: as an under nail cleaner"
6662f201ccf41c36e7408562,SOCK,as a nail polish storage,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: as a nail polish storage"
666aef80f189d775a0f2554e,BRICK,plant level holder,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: plant level holder"
666aef80f189d775a0f2554e,BUCKET,storage for toy,human,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: storage for toy"
666aef80f189d775a0f2554e,KNIFE,cutting rope or cord,human,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: cutting rope or cord"
666aef80f189d775a0f2554e,PENCIL,plant stake,human,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: plant stake"
666aef80f189d775a0f2554e,SOCK,mouse,human,0.64,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: mouse"
6682fb350787f54e89d4001b,BRICK,phone stand,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: phone stand"
6682fb350787f54e89d4001b,BUCKET,water keeper (like when laundry is wet and u need to hang it),human,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: water keeper (like when laundry is wet and u need to hang it)"
6682fb350787f54e89d4001b,KNIFE,wood carver,human,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: wood carver"
6682fb350787f54e89d4001b,PENCIL,ruler,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: ruler"
6682fb350787f54e89d4001b,SOCK,scream muffler,human,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: scream muffler"
668aa0851622bf0930ff12fc,BRICK,bed,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: bed"
668aa0851622bf0930ff12fc,BUCKET,toilet,human,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: toilet"
668aa0851622bf0930ff12fc,KNIFE,ring,human,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: ring"
668aa0851622bf0930ff12fc,PENCIL,toothpick,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: toothpick"
668aa0851622bf0930ff12fc,SOCK,sleeves,human,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: sleeves"
668edb3b608a3d4537e2da08,BRICK,it can be used for art installation,human,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: it can be used for art installation"
668edb3b608a3d4537e2da08,BUCKET,it can be used as a portable garden planter,human,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: it can be used as a portable garden planter"
668edb3b608a3d4537e2da08,KNIFE,it can be used in art for culinary,human,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: it can be used in art for culinary"
668edb3b608a3d4537e2da08,PENCIL,it can also be used as a plant stake in gardening,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: it can also be used as a plant stake in gardening"
668edb3b608a3d4537e2da08,SOCK,it can also be used as  a diy cat toy,human,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: it can also be used as  a diy cat toy"
668f0aa2dc96efe3c92449c9,BRICK,table,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: table"
668f0aa2dc96efe3c92449c9,BUCKET,a plate,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a plate"
668f0aa2dc96efe3c92449c9,KNIFE,to sharpen,human,0.38,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to sharpen"
668f0aa2dc96efe3c92449c9,PENCIL,to write,human,0.21,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to write"
668f0aa2dc96efe3c92449c9,SOCK,to protect jewlery or other goods,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: to protect jewlery or other goods"
66928f171518765c5f8cea5b,BRICK,plant stand,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: plant stand"
66928f171518765c5f8cea5b,BUCKET,drum,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: drum"
66928f171518765c5f8cea5b,KNIFE,belt puncher,human,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: belt puncher"
66928f171518765c5f8cea5b,PENCIL,zipper pull,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: zipper pull"
66928f171518765c5f8cea5b,SOCK,rice drainer,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: rice drainer"
669424e6b661e0a098ec66a4,BRICK,door stop,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: door stop"
669424e6b661e0a098ec66a4,BUCKET,chair,human,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: chair"
669424e6b661e0a098ec66a4,KNIFE,box cutter,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: box cutter"
669424e6b661e0a098ec66a4,PENCIL,door stop,human,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: door stop"
669424e6b661e0a098ec66a4,SOCK,fire starter,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: fire starter"
66971f1f9181bdc85972b84d,BRICK,house plant holder,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: house plant holder"
66971f1f9181bdc85972b84d,BUCKET,pasta drainer poking holes in the bottom,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: pasta drainer poking holes in the bottom"
66971f1f9181bdc85972b84d,KNIFE,pimple popper,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: pimple popper"
66971f1f9181bdc85972b84d,PENCIL,rubber center to chew on for anxious individuals,human,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: rubber center to chew on for anxious individuals"
66971f1f9181bdc85972b84d,SOCK,decorative wallpaper,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: decorative wallpaper"
66a02d45a7db35d93c9f6a81,BRICK,doorstop,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: doorstop"
66a02d45a7db35d93c9f6a81,BUCKET,planter,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: planter"
66a02d45a7db35d93c9f6a81,KNIFE,doorstop,human,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: doorstop"
66a02d45a7db35d93c9f6a81,PENCIL,craft,human,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: craft"
66a02d45a7db35d93c9f6a81,SOCK,plant,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: plant"
66abf0c472f051b5e40cfbfd,BRICK,scrape rust,human,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: scrape rust"
66abf0c472f051b5e40cfbfd,BUCKET,dog water bowl,human,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: dog water bowl"
66abf0c472f051b5e40cfbfd,KNIFE,screw driver,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: screw driver"
66abf0c472f051b5e40cfbfd,PENCIL,hair twist,human,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: hair twist"
66abf0c472f051b5e40cfbfd,SOCK,fill holes,human,0.33,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: fill holes"
66afcaa60f7d8f58dc21db8e,BRICK,a fence for a garden,human,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: a fence for a garden"
66afcaa60f7d8f58dc21db8e,BUCKET,can be use for leg terapy in a sense that you pour warm water in a bucket then you place your feet in it,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: can be use for leg terapy in a sense that you pour warm water in a bucket then you place your feet in it"
66afcaa60f7d8f58dc21db8e,KNIFE,knife can be use to cut vegetables,human,0.33,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: knife can be use to cut vegetables"
66afcaa60f7d8f58dc21db8e,PENCIL,to write or draw on papper it can also be use as a tool for designing and sketching,human,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to write or draw on papper it can also be use as a tool for designing and sketching"
66afcaa60f7d8f58dc21db8e,SOCK,to protect your legs from dust,human,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: to protect your legs from dust"
66b4c93eba2cec5de1780955,BRICK,measure erosion by wind water,human,0.7,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: measure erosion by wind water"
66b4c93eba2cec5de1780955,BUCKET,helmet in larping,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: helmet in larping"
66b4c93eba2cec5de1780955,KNIFE,poke holes in things,human,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: poke holes in things"
66b4c93eba2cec5de1780955,PENCIL,drumsticks,human,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: drumsticks"
66b4c93eba2cec5de1780955,SOCK,heatless curls,human,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: heatless curls"
66b507cc1a7e164991afbe17,BRICK,grill heat stone,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: grill heat stone"
66b507cc1a7e164991afbe17,BUCKET,rainwater collector,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: rainwater collector"
66b507cc1a7e164991afbe17,KNIFE,craft cutting tool,human,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: craft cutting tool"
66b507cc1a7e164991afbe17,PENCIL,scratch tool,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: scratch tool"
66b507cc1a7e164991afbe17,SOCK,phone holder,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: phone holder"
66b828d453598bcca42608c1,BRICK,use it as a door-stopper,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use it as a door-stopper"
66b828d453598bcca42608c1,BUCKET,use it as a seat (turn it upside down),human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use it as a seat (turn it upside down)"
66b828d453598bcca42608c1,KNIFE,use it as a weapon,human,0.33,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use it as a weapon"
66b828d453598bcca42608c1,PENCIL,firewood -can burn it,human,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: firewood -can burn it"
66b828d453598bcca42608c1,SOCK,wallet - tie up the end and put coins in the foot area.,human,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: wallet - tie up the end and put coins in the foot area."
66c0d9ef3c9b1d596446f813,BRICK,cleaning device,human,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: cleaning device"
66c0d9ef3c9b1d596446f813,BUCKET,head gear,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: head gear"
66c0d9ef3c9b1d596446f813,KNIFE,somethign to clean somethign else with,human,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: somethign to clean somethign else with"
66c0d9ef3c9b1d596446f813,PENCIL,eating utensil,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: eating utensil"
66c0d9ef3c9b1d596446f813,SOCK,headband,human,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: headband"
66c4a3da2faac6abe33860ec@auth.prolific.com,BRICK,a candle holder when they have holes in them,human,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: a candle holder when they have holes in them"
66c4a3da2faac6abe33860ec@auth.prolific.com,BUCKET,a shower if you make holes in the bottom,human,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a shower if you make holes in the bottom"
66c4a3da2faac6abe33860ec@auth.prolific.com,KNIFE,plant holder,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: plant holder"
66c4a3da2faac6abe33860ec@auth.prolific.com,PENCIL,a plant tuteur,human,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: a plant tuteur"
66c4a3da2faac6abe33860ec@auth.prolific.com,SOCK,make a heating device for sore muscles by putting rice in it and putting in microwave,human,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: make a heating device for sore muscles by putting rice in it and putting in microwave"
66c6683f6336ebf638da4db4,BRICK,build a pizza oven,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a pizza oven"
66c6683f6336ebf638da4db4,BUCKET,poke holes in it and fill with water and use as a shower,human,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: poke holes in it and fill with water and use as a shower"
66c6683f6336ebf638da4db4,KNIFE,use to win arguments,human,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use to win arguments"
66c6683f6336ebf638da4db4,PENCIL,paper weight,human,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: paper weight"
66c6683f6336ebf638da4db4,SOCK,use to blow you nose,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: use to blow you nose"
66cb2e0bd2169db778550269,BRICK,as a weapon,human,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: as a weapon"
66cb2e0bd2169db778550269,BUCKET,as a sandcastle moulding device,human,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: as a sandcastle moulding device"
66cb2e0bd2169db778550269,KNIFE,as a magnetic device,human,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: as a magnetic device"
66cb2e0bd2169db778550269,PENCIL,as a scarecrow finger,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: as a scarecrow finger"
66cb2e0bd2169db778550269,SOCK,as a small bag,human,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: as a small bag"
66ccbb7d4109382e498e3c82,BRICK,"get it hot, wrap it in thick material and use it as a foot warmer in your bed.",human,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: get it hot, wrap it in thick material and use it as a foot warmer in your bed."
66ccbb7d4109382e498e3c82,BUCKET,use it to cat,human,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use it to cat"
66ccbb7d4109382e498e3c82,KNIFE,melt the metal down and make something else out of it,human,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: melt the metal down and make something else out of it"
66ccbb7d4109382e498e3c82,PENCIL,use it to plug a hole,human,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: use it to plug a hole"
66ccbb7d4109382e498e3c82,SOCK,"fill it with rice, heat it, use it as a heating pad.",human,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: fill it with rice, heat it, use it as a heating pad."
66d4407f31981698998d25d8,BRICK,"for weight lifting, to stop car tires from moving,",human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: for weight lifting, to stop car tires from moving,"
66d4407f31981698998d25d8,BUCKET,"storage bin, foot soak, seat, step",human,0.35,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: storage bin, foot soak, seat, step"
66d4407f31981698998d25d8,KNIFE,"to make artworks, gaming,",human,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to make artworks, gaming,"
66d4407f31981698998d25d8,PENCIL,"peg holder, hair holder,",human,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: peg holder, hair holder,"
66d4407f31981698998d25d8,SOCK,"dusting furniture, carry hot plates, polishing cloth,",human,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: dusting furniture, carry hot plates, polishing cloth,"
66d88375799e00b593a8655f,BRICK,paper weight,human,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: paper weight"
66d88375799e00b593a8655f,BUCKET,garbage can,human,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: garbage can"
66d88375799e00b593a8655f,KNIFE,pry bar,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: pry bar"
66d88375799e00b593a8655f,PENCIL,button pusher,human,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: button pusher"
66d88375799e00b593a8655f,SOCK,water bottle coozie,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: water bottle coozie"
66db9db4324609f1a7231f49,BRICK,art canvas,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: art canvas"
66db9db4324609f1a7231f49,BUCKET,big cup,human,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: big cup"
66db9db4324609f1a7231f49,KNIFE,garden tool,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: garden tool"
66db9db4324609f1a7231f49,PENCIL,orchestra conductor,human,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: orchestra conductor"
66db9db4324609f1a7231f49,SOCK,tissue,human,0.3,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: tissue"
66e7a809808daaac1a79dd40,BRICK,to build,human,0.32,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: to build"
66e7a809808daaac1a79dd40,BUCKET,to clean,human,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: to clean"
66e7a809808daaac1a79dd40,KNIFE,to chop something,human,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to chop something"
66e7a809808daaac1a79dd40,PENCIL,a pointer,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: a pointer"
66e7a809808daaac1a79dd40,SOCK,dusting mit,human,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: dusting mit"
66eeda2bc7d6e9b92b4a81c0,BRICK,step stool,human,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: step stool"
66eeda2bc7d6e9b92b4a81c0,BUCKET,pond,human,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: pond"
66eeda2bc7d6e9b92b4a81c0,KNIFE,paper cutter,human,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: paper cutter"
