entity_id,prompt,response,task,source,word_count
gemini_038,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"Does the planet's host star possess a chemical composition significantly different from stars in the Milky Way, and how does that affect the planet's mineralogy?",SCTT-ResearchQuestion,gemini,25
gemini_038,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake may be situated over a geothermal vent or have a dark, basaltic bed that absorbs and retains more thermal energy than the lighter bottom of the cooler lake.",SCTT-Hypothesis,gemini,31
gemini_038,BUCKET,"Invert the bucket and drill holes in the bottom to create a portable, gravity-fed outdoor shower head for camping.",AUT,gemini,19
gemini_039,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How does the unique chemical enrichment history of this foreign galaxy influence the mineralogical diversity of the planet's crust compared to Earth?,SCTT-ResearchQuestion,gemini,22
gemini_039,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Smart eyewear that uses augmented reality to project holographic sticky notes onto relevant physical objects in the user's home.,Design,gemini,19
gemini_039,bridge-river-cross,"The wooden bridge groaned under the weight of the traveler. Below, the rushing river swallowed the sound of his footsteps. He knew he had to cross before the storm arrived. One final leap brought him safely to the mossy bank.",Story,gemini,40
gemini_039,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar-collecting films into all skyscraper window panes to transform city skylines into vertical power plants.,Design,gemini,17
gemini_039,pen-paper-story,"She held the silver pen over the blank sheet. The paper felt cool and expectant under her palm. With a deep breath, she began to weave a story of lost kingdoms. Every ink stroke brought a new world to life.",Story,gemini,40
gemini_039,key-door-lock,"The heavy iron key felt cold in his trembling hand. He carefully guided it into the ancient lock. With a sharp click, the door finally yielded to his push. Beyond the threshold, a secret garden awaited him.",Story,gemini,37
gemini_039,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"A modular, tread-based robotic attachment for wheelchairs that allows them to climb steps like a miniature tank.",Design,gemini,17
gemini_039,KNIFE,Using the handle of a heavy knife as a makeshift pestle to grind spices or seeds against a flat stone.,AUT,gemini,20
gemini_039,BUCKET,"Invert a bucket and punch holes in the bottom to create a rustic, industrial lampshade for a pendant light.",AUT,gemini,19
gemini_039,BRICK,Carve a small channel into a brick to create a heat-retaining incense burner or essential oil diffuser.,AUT,gemini,17
gemini_039,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implementing a synchronized V2X communication network that replaces traffic lights with fluid, high-speed weaving intersections.",Design,gemini,15
gemini_039,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, localized molecular cloud is moving across our line of sight, sequentially obscuring the stars behind it.",SCTT-Hypothesis,gemini,18
gemini_039,mirror-face-reflection,"He stared intently into the dusty mirror. A tired face looked back at him with hollow eyes. The reflection seemed to ripple like water for a brief moment. He blinked, and the strange illusion vanished instantly.",Story,gemini,36
gemini_039,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot's learning algorithm utilize a non-Euclidean data structure to mimic the associative memory pathways found in the human hippocampus?,SCTT-ResearchQuestion,gemini,21
gemini_039,PENCIL,"Use the cedar wood shavings from a sharpened pencil as a natural, aromatic moth repellent for small drawers.",AUT,gemini,18
gemini_039,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The warmer lake is likely fed by a subsurface geothermal spring that continuously heats the water from below.,SCTT-Hypothesis,gemini,18
gemini_040,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate micro-wind turbines into highway sound barriers to generate electricity from the turbulence of passing vehicles.,Design,gemini,16
gemini_040,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Install weight-counterbalanced manual elevator platforms alongside staircases that utilize the user's own leverage for vertical movement.,Design,gemini,16
gemini_040,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A massive, localized cloud of light-absorbing interstellar dust is currently passing between Earth and the distant star fields.",SCTT-Hypothesis,gemini,18
gemini_040,BUCKET,Turn it upside down to use as an acoustic resonance chamber for a homemade stringed instrument.,AUT,gemini,16
gemini_040,mirror-face-reflection,"He stared intently into the cracked mirror. His face appeared distorted and strange in the jagged glass. To his horror, the reflection did not blink when he did. He realized the image in the glass was no longer his own.",Story,gemini,40
gemini_040,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Develop smart glasses that use augmented reality to overlay permanent virtual labels and instructional prompts directly onto physical household objects.,Design,gemini,20
gemini_040,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet’s magnetosphere exhibit unique flux patterns influenced by the specific gravitational environment of its host galaxy?,SCTT-ResearchQuestion,gemini,18
gemini_040,KNIFE,Use the polished flat side of the blade as an emergency signaling mirror for backcountry survival.,AUT,gemini,16
gemini_040,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake is likely situated above a geothermal vent or possesses a significantly darker, heat-absorbing sediment bed.",SCTT-Hypothesis,gemini,18
gemini_040,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a network of modular, autonomous transit pods that dock directly into skyscraper elevators to enable seamless, multi-level commuting.",Design,gemini,19
gemini_040,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does the robot's neural architecture manage the metabolic and computational costs of high-level abstraction compared to a biological brain?,SCTT-ResearchQuestion,gemini,20
gemini_040,pen-paper-story,The blue ink flowed smoothly from the pen. It stained the yellowed paper with a lifetime of secrets. Every word carefully built a story of adventure and regret. He finally signed his name at the bottom of the page.,Story,gemini,39
gemini_040,key-door-lock,"She fumbled with the heavy brass key in the dark. The old wooden door creaked softly in anticipation. With a sharp, satisfying click, the lock finally yielded. She stepped cautiously into the long-forgotten room.",Story,gemini,34
gemini_040,BRICK,"Wrap a heated brick in thick wool to serve as a long-lasting, primitive bed warmer for cold nights.",AUT,gemini,18
gemini_040,PENCIL,Use the graphite core of a pencil as a dry lubricant to fix a stuck zipper or a squeaky hinge.,AUT,gemini,20
gemini_040,bridge-river-cross,"The ancient stone bridge arched gracefully over the rushing river. Travelers waited patiently for their turn to cross the narrow, mossy path. Below, the cold water churned violently against the pillars. They reached the safety of the far bank just as night fell.",Story,gemini,43
gemini_041,PENCIL,Use it as a rolling pin for flattening small pieces of craft clay.,AUT,gemini,13
gemini_041,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,A wearable exoskeleton that provides powered vertical lift for the user's legs while climbing.,Design,gemini,14
gemini_041,bridge-river-cross,"The bridge swayed precariously over the roaring river. He knew he had to cross to reach home. Each wooden plank creaked under his weight. Finally, his feet hit solid ground.",Story,gemini,30
gemini_041,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,A wearable pin that uses facial recognition to whisper names into the user's earbud.,Design,gemini,14
gemini_041,KNIFE,Use it as a makeshift sundial gnomon by sticking it upright in the dirt.,AUT,gemini,14
gemini_041,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,A subterranean network of automated freight tunnels to remove heavy delivery trucks from surface streets.,Design,gemini,15
gemini_041,key-door-lock,"He gripped the cold brass key tightly. The heavy door loomed before him in the moonlight. With a sharp turn, the lock surrendered its secret. He stepped inside.",Story,gemini,28
gemini_041,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, localized cloud of interstellar dust is drifting between Earth and the distant star field.",SCTT-Hypothesis,gemini,16
gemini_041,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One lake may have a higher concentration of dark organic matter that absorbs significantly more solar radiation.,SCTT-Hypothesis,gemini,17
gemini_041,Develop as many design ideas as you can to increase the use of renewable energy sources.,Mandate the installation of transparent solar glass in all new commercial window replacements.,Design,gemini,13
gemini_041,mirror-face-reflection,"She leaned toward the silver mirror to inspect her tired face. Suddenly, the reflection began to smile even though she remained somber. She touched the cold glass, heart racing.",Story,gemini,29
gemini_041,BRICK,Heat the brick in an oven and wrap it in a towel for a long-lasting bed warmer.,AUT,gemini,17
gemini_041,pen-paper-story,He pressed the pen to the paper with shaky hands. A dark story began to unfold in the flickering candlelight. Every word felt like a weight being lifted.,Story,gemini,28
gemini_041,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet's atmospheric chemistry suggest biological equilibrium despite the absence of a G-type star?,SCTT-ResearchQuestion,gemini,15
gemini_041,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot's architecture allow for the emergence of subjective consciousness during its iterative learning cycles?,SCTT-ResearchQuestion,gemini,16
gemini_041,BUCKET,Place a smartphone inside the bucket to use it as a low-tech acoustic amplifier.,AUT,gemini,14
gemini_042,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake might have a subterranean geothermal vent that continuously heats the water from below, independent of solar input.",SCTT-Hypothesis,gemini,20
gemini_042,bridge-river-cross,"The old stone bridge groaned under the weight of the traveler.
Below, the river roared, hungry for a misstep.
He knew he had to cross before the storm broke.
With a final leap, he reached the safety of the far bank.",Story,gemini,41
gemini_042,KNIFE,Use the spine of a chef's knife to strip the leaves off of woody herbs like rosemary or thyme in a single motion.,AUT,gemini,23
gemini_042,mirror-face-reflection,"She stared intently into the silver mirror.
A different face blinked back at her, smiling when she didn't.
Her reflection reached out and touched the glass.
The cold surface felt like skin.",Story,gemini,32
gemini_042,PENCIL,"Using the graphite of a pencil as a dry, non-oily lubricant to fix a squeaky door hinge or a stiff keyhole.",AUT,gemini,21
gemini_042,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"A smart ""event-mist"" diffuser that releases distinct scents, such as peppermint for medication times, to trigger associative memory for specific tasks.",Design,gemini,21
gemini_042,key-door-lock,"The heavy iron key turned with a satisfying click.
He pushed the oak door, but it wouldn't budge.
A second lock, hidden beneath the ivy, caught his eye.
He realized he had only half the solution.",Story,gemini,36
gemini_042,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet's atmospheric pressure allow for the existence of liquid water at temperatures significantly higher or lower than the boiling and freezing points found on Earth?,SCTT-ResearchQuestion,gemini,27
gemini_042,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A localized, high-density cloud of interstellar dust is drifting between Earth and the distant star field, progressively obscuring the light.",SCTT-Hypothesis,gemini,20
gemini_042,BUCKET,Using a bucket as an acoustic amplifier for a smartphone by placing the device inside to reflect and direct the sound waves.,AUT,gemini,22
gemini_042,Develop as many design ideas as you can to increase the use of renewable energy sources.,"Integrating ultra-thin, flexible solar films into the fabric of public umbrellas and commercial awnings to charge personal devices in outdoor spaces.",Design,gemini,21
gemini_042,BRICK,Soaking a brick in water and placing it in a hot oven to create the necessary steam for baking artisan bread with a professional-grade crust.,AUT,gemini,25
gemini_042,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"A ""pneumatic stair-sleeve"" that fits over existing handrails and uses a sliding handle to provide a steady, powered upward pull for the user.",Design,gemini,23
gemini_042,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"A ""layered traffic"" system that utilizes automated vertical elevators to move vehicles onto high-speed transit rails suspended above existing roads.",Design,gemini,20
gemini_042,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does the robot's ability to process data at speeds far exceeding human cognition affect its perception of time and the continuity of its consciousness?,SCTT-ResearchQuestion,gemini,25
gemini_042,pen-paper-story,"The pen bled blue ink onto the crisp white paper.
Every stroke carved a new world out of nothingness.
This story would be the one that finally set him free.
He wrote until the sun touched the horizon.",Story,gemini,38
gemini_043,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet's magnetosphere provide sufficient shielding against extragalactic cosmic radiation to allow for the development of biochemistry based on non-carbon elements?,SCTT-ResearchQuestion,gemini,22
gemini_043,pen-paper-story,The ink from the old pen bled through the paper. Each blotch formed a new chapter of a hidden story. She traced the lines with trembling fingers. The characters finally breathed life into the room.,Story,gemini,35
gemini_043,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar cells into all high-rise windows to turn urban skylines into massive vertical power plants.,Design,gemini,17
gemini_043,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a dynamic, AI-controlled modular lane system that physically shifts road barriers based on real-time traffic flow.",Design,gemini,17
gemini_043,BUCKET,Flip it over and use it as an acoustic resonance chamber for a makeshift street drum kit.,AUT,gemini,17
gemini_043,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Install modular, weight-activated tread belts over existing stairs that function like mini-escalators for manual wheelchairs.",Design,gemini,15
gemini_043,PENCIL,Use the graphite core as an emergency lubricant for a sticky zipper or a squeaky door hinge.,AUT,gemini,17
gemini_043,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot’s neural architecture utilize quantum decoherence to mimic the non-deterministic aspects of human intuition?,SCTT-ResearchQuestion,gemini,16
gemini_043,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The warmer lake likely has active geothermal vents on its bed or a significantly higher concentration of dark suspended particulates that absorb heat more efficiently.,SCTT-Hypothesis,gemini,25
gemini_043,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Wearable haptic jewelry that vibrates in specific patterns to nudge the user toward scheduled activities.,Design,gemini,15
gemini_043,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A localized cloud of dense, non-reflective interstellar dust is drifting between Earth and the distant star cluster.",SCTT-Hypothesis,gemini,17
gemini_043,key-door-lock,"The rusted key finally turned inside the heavy lock. The ancient door groaned as it swung open. Darkness swallowed the hallway beyond. He stepped inside, leaving the past behind him.",Story,gemini,30
gemini_043,bridge-river-cross,A narrow bridge arched over the raging river. He had to cross before the storm arrived. The wooden planks creaked under his weight. One final leap brought him to safety.,Story,gemini,30
gemini_043,mirror-face-reflection,She stared into the mirror until her face blurred. The reflection blinked when she did not. A cold shiver ran down her spine. The glass held a secret she wasn't ready to see.,Story,gemini,33
gemini_043,BRICK,"Use it as a rustic, heavy-duty bookend for a library of oversized art portfolios.",AUT,gemini,14
gemini_043,KNIFE,Use the flat side of the blade as a makeshift palette for mixing oil paints.,AUT,gemini,15
gemini_044,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a network of autonomous, overhead gondolas that utilize existing streetlight infrastructure to bypass ground-level road congestion.",Design,gemini,17
gemini_044,bridge-river-cross,"The wooden bridge groaned under the weight of the traveler. Below, the river roared with the force of seasonal runoff. He knew he had to cross before the storm arrived. One final, desperate leap secured his safety on the far bank.",Story,gemini,41
gemini_044,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"Equip public staircases with integrated, retractable conveyor belts that safely ferry users upward upon activation.",Design,gemini,15
gemini_044,KNIFE,Use the flat side of a heavy kitchen knife as a makeshift hammer for flattening meat or crushing garlic cloves.,AUT,gemini,20
gemini_044,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate kinetic energy harvesters into all public flooring and sidewalks to generate electricity from everyday foot traffic.,Design,gemini,17
gemini_044,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,What specific biological mechanisms of human neuroplasticity are most difficult to replicate using current synthetic silicon-based architectures?,SCTT-ResearchQuestion,gemini,17
gemini_044,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Utilize wearable haptic devices that provide distinct vibrational patterns to signal specific daily routines through tactile memory.,Design,gemini,17
gemini_044,mirror-face-reflection,"She stared into the antique mirror, searching for a trace of her youth. The reflection showed a face weathered by decades of laughter and tears. Gently, she touched the cool glass with a trembling hand. The image mimicked her every move, yet felt like a total stranger.",Story,gemini,47
gemini_044,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"The stars are being obscured by the leading edge of a vast, previously undetected Bose-Einstein condensate cloud passing through the interstellar medium.",SCTT-Hypothesis,gemini,22
gemini_044,key-door-lock,The silver key trembled in his cold hand. He slid it into the heavy iron lock with a satisfying click. The massive door swung open to reveal a hidden garden. He had finally returned home.,Story,gemini,35
gemini_044,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake likely possesses a lower albedo due to darker bottom sediments, causing it to absorb and retain more thermal energy than its neighbor.",SCTT-Hypothesis,gemini,25
gemini_044,PENCIL,Use the wooden casing of a sharpened pencil as a lightweight emergency splint for a broken finger.,AUT,gemini,17
gemini_044,BUCKET,Flip the bucket over and use it as a makeshift drum for an impromptu street performance.,AUT,gemini,16
gemini_044,BRICK,"Use a heated brick wrapped in a towel as a portable, cordless bed warmer for cold winter nights.",AUT,gemini,18
gemini_044,pen-paper-story,"The ink flowed from the pen onto the blank paper. Every stroke built the foundation of a grand story. Heroes rose and fell within the confines of the margin. By midnight, the tale was finally complete.",Story,gemini,36
gemini_044,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the lack of proximity to the Milky Way’s galactic center result in a significantly different isotopic composition of heavy elements within the planet's crust?,SCTT-ResearchQuestion,gemini,25
gemini_045,mirror-face-reflection,He stepped toward the antique mirror. A strange face peered back from the glass. His own reflection had begun to age backward. He watched in silence as his youth returned.,Story,gemini,30
gemini_045,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement modular, autonomous ""sky-pods"" that attach to building facades for vertical and horizontal transit above existing street levels.",Design,gemini,18
gemini_045,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does the planet’s magnetosphere provide enough protection from cosmic radiation to allow for the evolution of complex carbon-based life?,SCTT-ResearchQuestion,gemini,19
gemini_045,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The warmer lake may be fed by subterranean geothermal vents that heat the water from the bottom up.,SCTT-Hypothesis,gemini,18
gemini_045,pen-paper-story,The blue pen leaked ink onto the blank paper. Every drop seemed to form a word in an ancient story. She followed the trail until the plot was complete. The parchment hummed with a life of its own.,Story,gemini,38
gemini_045,BRICK,"A rustic, heavy-duty bookend for a wind-blown outdoor library.",AUT,gemini,9
gemini_045,KNIFE,An emergency flat-head screwdriver for tightening loose cabinet hinges.,AUT,gemini,9
gemini_045,PENCIL,A makeshift hair stick to secure a messy bun during a long study session.,AUT,gemini,14
gemini_045,bridge-river-cross,"The stone bridge creaked as the traveler prepared to cross. Below, the river roared with the voices of the forgotten. He took a single step, hoping the structure would hold. Halfway across, the water turned to liquid gold.",Story,gemini,38
gemini_045,BUCKET,An acoustic echo chamber for amplifying a smartphone speaker at a picnic.,AUT,gemini,12
gemini_045,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrating transparent solar-harvesting film into all newly manufactured residential and commercial windows.,Design,gemini,12
gemini_045,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A massive, fast-moving cloud of interstellar dust is passing between Earth and the distant stars, obscuring them sequentially.",SCTT-Hypothesis,gemini,18
gemini_045,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"A retrofit ""climbing-tread"" sleeve that converts standard steps into a continuous, low-friction ramp on demand.",Design,gemini,15
gemini_045,key-door-lock,"She found the rusted key buried in the garden. It fit perfectly into the heavy iron door at the back of the house. With a click, the lock finally surrendered. A secret world waited on the other side.",Story,gemini,38
gemini_045,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot's neural architecture experience a functional equivalent to biological REM sleep for the consolidation of its learned experiences?,SCTT-ResearchQuestion,gemini,20
gemini_045,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"Holographic ""pathway"" projections on the floor that lead a person to their medication or kitchen at scheduled times.",Design,gemini,18
gemini_046,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"How does the chemical composition of this planet's magnetosphere compare to those in our home galaxy, and what does it reveal about its parent star’s metallicity?",SCTT-ResearchQuestion,gemini,26
gemini_046,BUCKET,Use it upside down as a rustic percussion instrument for an impromptu street performance.,AUT,gemini,14
gemini_046,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Smart glasses that use facial recognition to overlay names and last-met context over people's heads in real-time.,Design,gemini,17
gemini_046,mirror-face-reflection,"He stood before the cracked mirror. His tired face looked back with a heavy sigh. In the reflection, he saw a ghost of his younger self. The glass didn't lie about the years.",Story,gemini,33
gemini_046,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"An immense, high-speed cloud of interstellar dust is passing between Earth and the distant star field, progressively occluding the light.",SCTT-Hypothesis,gemini,20
gemini_046,PENCIL,Use the graphite core as an emergency dry lubricant for a sticky door hinge.,AUT,gemini,14
gemini_046,pen-paper-story,"She gripped the silver pen tightly. The blank paper felt like an endless snowy field. Soon, a story began to flow in dark ink. Every word carved a path through the silence.",Story,gemini,32
gemini_046,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,Install modular floor tiles on stairs that rise and transform into a level elevator platform when a sensor detects a mobility aid.,Design,gemini,22
gemini_046,KNIFE,Use the flat side of a chef's knife as a makeshift palette for mixing oil paints.,AUT,gemini,16
gemini_046,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does the robot's neural architecture utilize quantum decoherence to mimic the non-deterministic nature of human decision-making?,SCTT-ResearchQuestion,gemini,16
gemini_046,Develop as many design ideas as you can to increase the use of renewable energy sources.,Apply transparent solar-harvesting film to every window of urban skyscrapers to turn entire city skylines into vertical power plants.,Design,gemini,19
gemini_046,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Implement a modular pod system where individual cabins attach to high-speed overhead maglev rails to bypass ground-level traffic entirely.,Design,gemini,19
gemini_046,BRICK,"Carve out the center of the brick to create a heavy-duty, industrial-style succulent planter.",AUT,gemini,14
gemini_046,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"One lake may be fed by geothermal springs or have a darker, more heat-absorbent silty bottom than the other.",SCTT-Hypothesis,gemini,19
gemini_046,bridge-river-cross,"The old stone bridge groaned under the weight of the travelers. Below, the river roared with spring snowmelt. They had to cross before the sun dipped below the peaks. Fear turned to relief as their boots hit solid ground.",Story,gemini,39
gemini_046,key-door-lock,"The golden key turned smoothly in the cylinder. He pushed the heavy door open into the dark hallway. The lock clicked shut behind him, sealing out the cold. Finally, he was home.",Story,gemini,32
gemini_047,bridge-river-cross,"The old stone bridge groaned under the weight of the morning mist.
Below, the river churned with secrets from the distant mountain peaks.
I hesitated before deciding to cross the crumbling path.
One single step changed everything forever.",Story,gemini,38
gemini_047,PENCIL,Use the graphite as a dry lubricant to fix a sticking zipper on a winter jacket.,AUT,gemini,16
gemini_047,BRICK,Preheat it in the oven and wrap it in a towel to use as a long-lasting bed warmer.,AUT,gemini,18
gemini_047,KNIFE,Use the flat side of the blade as an emergency cold compress to reduce inflammation.,AUT,gemini,15
gemini_047,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How does the planet's atmospheric composition affect the spectral signatures of potential biosignatures compared to similar planets in our own galaxy?,SCTT-ResearchQuestion,gemini,21
gemini_047,key-door-lock,"The golden key felt heavy and cold in my sweating palm.
I approached the ancient door, heart hammering against my ribs.
As I turned it in the rusted lock, a satisfying click echoed through the hall.
The secrets of the forbidden attic were finally mine.",Story,gemini,45
gemini_047,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A localized cloud of dense, non-reflective interstellar dust is passing between Earth and the distant star field, obscuring the light.",SCTT-Hypothesis,gemini,20
gemini_047,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"A motorized, tread-based robotic attachment for wheelchairs that allows them to climb standard stairs safely.",Design,gemini,15
gemini_047,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The warmer lake may be fed by subterranean geothermal springs that provide a constant heat source from the Earth's interior.,SCTT-Hypothesis,gemini,20
gemini_047,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Augmented reality glasses that use visual cues to highlight physical objects associated with a user's scheduled tasks.,Design,gemini,17
gemini_047,mirror-face-reflection,"I stared into the silvered mirror, waiting for a sign of recognition.
A strange face blinked back, though I remained perfectly still and silent.
My reflection began to smile a smile that wasn't mine to give.
I stepped away quickly, but the image stayed behind in the glass.",Story,gemini,48
gemini_047,pen-paper-story,"He gripped the pen until his knuckles turned ghostly white.
Ink bled into the thick paper like a dark, spreading bruise.
Every word of the story felt like a heavy, necessary confession.
Finally, the last period was stamped firmly into the final page.",Story,gemini,43
gemini_047,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,What specific computational architecture allows the robot to emulate the metabolic-equivalent energy efficiency of human synaptic plasticity?,SCTT-ResearchQuestion,gemini,17
gemini_047,Develop as many design ideas as you can to increase the use of renewable energy sources.,"Integrate transparent, solar-harvesting thin films into all manufactured commercial and residential window glass.",Design,gemini,13
gemini_047,BUCKET,"Invert the bucket to serve as a sturdy, portable pedestal for displaying sculpture in a pop-up art gallery.",AUT,gemini,18
gemini_047,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement an AI-managed network of modular, autonomous aerial drones for all small-parcel deliveries to eliminate delivery vans from surface streets.",Design,gemini,20
gemini_048,BUCKET,Use the bucket as a gravity-fed drip irrigation system by drilling a tiny hole in the base for consistent garden watering.,AUT,gemini,21
gemini_048,KNIFE,Use the flat side of a polished knife blade as a makeshift signaling mirror in a survival situation.,AUT,gemini,18
gemini_048,bridge-river-cross,"The ancient stone bridge arched precariously over the churning river. No one had dared to cross the mossy planks since the great spring thaw began. Elara took a deep breath and stepped forward, feeling the history vibrate beneath her boots. She reached the other side just as the first stars began to flicker.",Story,gemini,53
gemini_048,Develop as many design ideas as you can to increase the use of renewable energy sources.,Integrate transparent solar-harvesting films into the manufacturing process of all residential and commercial window glass.,Design,gemini,15
gemini_048,mirror-face-reflection,"The ornate mirror hung in the silent hallway, capturing every passing shadow. Elias paused, noticing that the face in the reflection was several seconds behind his actual movements. He touched the cold glass, but the image remained still, staring back with an unfamiliar intensity. Suddenly, the reflection smiled, though his own lips remained tightly closed.",Story,gemini,55
gemini_048,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,"Can the robot’s cognitive architecture replicate the phenomenon of ""qualia,"" or is its experience of the world purely functional and devoid of subjective feeling?",SCTT-ResearchQuestion,gemini,24
gemini_048,key-door-lock,"The heavy silver key felt unusually cold in her trembling hand. She inserted it into the lock, hearing a satisfying, metallic click echo through the hall. The door swung open to reveal a lush garden hidden in the heart of the city. Time seemed to stand still as she stepped into the emerald light.",Story,gemini,54
gemini_048,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"The warmer lake likely has darker bottom sediments or higher turbidity, allowing it to absorb and retain significantly more thermal energy than the clearer lake.",SCTT-Hypothesis,gemini,25
gemini_048,BRICK,"Grind the brick into a fine powder to use as a natural, rust-colored pigment for artisanal paints or dyes.",AUT,gemini,19
gemini_048,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,"Implement a decentralized, AI-driven traffic light network that synchronizes in real-time based on live vehicle density data.",Design,gemini,17
gemini_048,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Develop a haptic wristband that utilizes unique vibration patterns to communicate specific task reminders through tactile language.,Design,gemini,17
gemini_048,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"A dense, fast-moving interstellar dust cloud is passing between Earth and the distant stars, sequentially obscuring their light from our perspective.",SCTT-Hypothesis,gemini,21
gemini_048,PENCIL,Use the graphite from the pencil to create a conductive bridge on a circuit board for rapid electronics prototyping.,AUT,gemini,19
