_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,text
<django.db.models.base.ModelState object at 0x7f23d2a1e0e0>,59872,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,22,aut-8,KNIFE,scissors for haircutting,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:41:25.222856+00:00,KNIFE,scissors for haircutting,15.0,15.0,25.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: scissors for haircutting"
<django.db.models.base.ModelState object at 0x7f23d2a1e170>,59873,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,23,aut-8,KNIFE,letter opener,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.226993+00:00,KNIFE,letter opener,15.0,15.0,35.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: letter opener"
<django.db.models.base.ModelState object at 0x7f23d2a1e200>,59874,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,24,aut-8,KNIFE,grass trimmer,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.230839+00:00,KNIFE,grass trimmer,20.0,28.0,35.0,nan,nan,0.65,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: grass trimmer"
<django.db.models.base.ModelState object at 0x7f23d2a1e290>,59875,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,25,aut-8,KNIFE,tattoo maker,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.234750+00:00,KNIFE,tattoo maker,35.0,28.0,35.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: tattoo maker"
<django.db.models.base.ModelState object at 0x7f23d2a1e320>,59876,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,26,aut-8,KNIFE,icing applier,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.238641+00:00,KNIFE,icing applier,15.0,38.0,45.0,nan,nan,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: icing applier"
<django.db.models.base.ModelState object at 0x7f23d2a1e3b0>,59877,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,27,aut-8,KNIFE,zit popper,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.242210+00:00,KNIFE,zit popper,30.0,28.0,45.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: zit popper"
<django.db.models.base.ModelState object at 0x7f23d2a1e440>,59878,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,28,aut-8,KNIFE,shaving instrument,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.246112+00:00,KNIFE,shaving instrument,20.0,15.0,45.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: shaving instrument"
<django.db.models.base.ModelState object at 0x7f23d2a1e4d0>,59879,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,29,aut-8,KNIFE,ear piercer,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:41:25.249711+00:00,KNIFE,ear piercer,25.0,38.0,35.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: ear piercer"
<django.db.models.base.ModelState object at 0x7f23d2a1e7a0>,59884,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,18,aut-4,BUCKET,use as a container for flowers,Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:42:22.069034+00:00,BUCKET,use as a container for flowers,15.0,12.0,10.0,nan,nan,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: use as a container for flowers"
<django.db.models.base.ModelState object at 0x7f23d2a1e830>,59885,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,19,aut-4,BUCKET,somewhere to keep logs for a wood burner,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:42:22.074270+00:00,BUCKET,somewhere to keep logs for a wood burner,20.0,12.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: somewhere to keep logs for a wood burner"
<django.db.models.base.ModelState object at 0x7f23d2a1e8c0>,59886,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,20,aut-4,BUCKET,as a pretend helmet for a child,Submitted,7,Alternate Uses Task,120,0,2026-01-07 19:42:22.078330+00:00,BUCKET,as a pretend helmet for a child,20.0,15.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: as a pretend helmet for a child"
<django.db.models.base.ModelState object at 0x7f23d2a1e950>,59887,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,21,aut-4,BUCKET,as a water but for collecting rain water,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:42:22.082303+00:00,BUCKET,as a water but for collecting rain water,15.0,15.0,10.0,nan,nan,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: as a water but for collecting rain water"
<django.db.models.base.ModelState object at 0x7f23d2a1e9e0>,59888,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,22,aut-4,BUCKET,to put over sharp points in the garden,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:42:22.086618+00:00,BUCKET,to put over sharp points in the garden,30.0,18.0,35.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: to put over sharp points in the garden"
<django.db.models.base.ModelState object at 0x7f23d2a1f5b0>,59909,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,31,aut-4,BUCKET,barf bowl,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:43:33.037337+00:00,BUCKET,barf bowl,20.0,28.0,35.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: barf bowl"
<django.db.models.base.ModelState object at 0x7f23d2a1f640>,59910,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,32,aut-4,BUCKET,ice bucket challenge,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:43:33.042494+00:00,BUCKET,ice bucket challenge,20.0,15.0,10.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: ice bucket challenge"
<django.db.models.base.ModelState object at 0x7f23d2a1f6d0>,59911,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,33,aut-4,BUCKET,hat,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:43:33.046737+00:00,BUCKET,hat,20.0,12.0,25.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: hat"
<django.db.models.base.ModelState object at 0x7f23d2a1f760>,59912,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,34,aut-4,BUCKET,helmet,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:43:33.050803+00:00,BUCKET,helmet,30.0,15.0,20.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: helmet"
<django.db.models.base.ModelState object at 0x7f23d2a1f7f0>,59913,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,35,aut-4,BUCKET,toilet,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:43:33.055117+00:00,BUCKET,toilet,20.0,15.0,35.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: toilet"
<django.db.models.base.ModelState object at 0x7f23d2a1f880>,59914,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,36,aut-4,BUCKET,plant pot,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:43:33.059428+00:00,BUCKET,plant pot,15.0,15.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: plant pot"
<django.db.models.base.ModelState object at 0x7f23d2a1f910>,59915,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,37,aut-4,BUCKET,container for dreams,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:43:33.063165+00:00,BUCKET,container for dreams,38.0,38.0,45.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: container for dreams"
<django.db.models.base.ModelState object at 0x7f23d2a1f9a0>,59916,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,38,aut-4,BUCKET,chicken container,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:43:33.065919+00:00,BUCKET,chicken container,10.0,15.0,25.0,nan,nan,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: chicken container"
<django.db.models.base.ModelState object at 0x7f23d2a1fa30>,59917,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,39,aut-4,BUCKET,salad bowl,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:43:33.068485+00:00,BUCKET,salad bowl,20.0,15.0,35.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: salad bowl"
<django.db.models.base.ModelState object at 0x7f23d2a1fac0>,59918,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,40,aut-4,BUCKET,bath tub,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:43:33.070617+00:00,BUCKET,bath tub,15.0,12.0,10.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: bath tub"
<django.db.models.base.ModelState object at 0x7f23d2a1fb50>,59919,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,41,aut-4,BUCKET,rainboots,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:43:33.072716+00:00,BUCKET,rainboots,15.0,15.0,35.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: rainboots"
<django.db.models.base.ModelState object at 0x7f23d2a1fbe0>,59920,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,42,aut-4,BUCKET,to guide a hair cut (like a bowl),Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:43:33.074824+00:00,BUCKET,to guide a hair cut (like a bowl),20.0,15.0,35.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: to guide a hair cut (like a bowl)"
<django.db.models.base.ModelState object at 0x7f23d2a1ffd0>,59927,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,24,aut-8,KNIFE,to cut up meat and vegetables,Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:44:29.174246+00:00,KNIFE,to cut up meat and vegetables,10.0,10.0,10.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to cut up meat and vegetables"
<django.db.models.base.ModelState object at 0x7f23d2a300a0>,59928,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,25,aut-8,KNIFE,to cut back overgrowth ready for camping,Submitted,7,Alternate Uses Task,120,0,2026-01-07 19:44:29.181017+00:00,KNIFE,to cut back overgrowth ready for camping,15.0,18.0,10.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to cut back overgrowth ready for camping"
<django.db.models.base.ModelState object at 0x7f23d2a30130>,59929,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,26,aut-8,KNIFE,to throw at a dart board if you don't have darts,Submitted,12,Alternate Uses Task,120,0,2026-01-07 19:44:29.185983+00:00,KNIFE,to throw at a dart board if you don't have darts,30.0,28.0,35.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to throw at a dart board if you don't have darts"
<django.db.models.base.ModelState object at 0x7f23d2a301c0>,59930,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,27,aut-8,KNIFE,to have on the wall as ornaments,Submitted,7,Alternate Uses Task,120,0,2026-01-07 19:44:29.190519+00:00,KNIFE,to have on the wall as ornaments,20.0,15.0,25.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to have on the wall as ornaments"
<django.db.models.base.ModelState object at 0x7f23d2a30250>,59931,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,28,aut-8,KNIFE,to cut ice away from a frozen windscreen,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:44:29.195065+00:00,KNIFE,to cut ice away from a frozen windscreen,20.0,28.0,25.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to cut ice away from a frozen windscreen"
<django.db.models.base.ModelState object at 0x7f23d2a302e0>,59932,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,29,aut-8,KNIFE,to defrost freezer,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:44:29.199423+00:00,KNIFE,to defrost freezer,20.0,15.0,45.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: to defrost freezer"
<django.db.models.base.ModelState object at 0x7f23d2a30be0>,59948,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,44,aut-10,PENCIL,nose picker,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.798267+00:00,PENCIL,nose picker,15.0,28.0,35.0,nan,nan,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nose picker"
<django.db.models.base.ModelState object at 0x7f23d2a30c70>,59949,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,45,aut-10,PENCIL,ear explorer,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.804371+00:00,PENCIL,ear explorer,35.0,28.0,35.0,nan,nan,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: ear explorer"
<django.db.models.base.ModelState object at 0x7f23d2a30d00>,59950,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,46,aut-10,PENCIL,snack,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:45:35.808515+00:00,PENCIL,snack,20.0,15.0,10.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: snack"
<django.db.models.base.ModelState object at 0x7f23d2a30d90>,59951,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,47,aut-10,PENCIL,nail cleaner,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.812688+00:00,PENCIL,nail cleaner,25.0,28.0,35.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: nail cleaner"
<django.db.models.base.ModelState object at 0x7f23d2a30e20>,59952,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,48,aut-10,PENCIL,drain declogger,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.816670+00:00,PENCIL,drain declogger,20.0,38.0,10.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: drain declogger"
<django.db.models.base.ModelState object at 0x7f23d2a30eb0>,59953,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,49,aut-10,PENCIL,ear decoration (pencil behind the ear),Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:45:35.820741+00:00,PENCIL,ear decoration (pencil behind the ear),15.0,28.0,30.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: ear decoration (pencil behind the ear)"
<django.db.models.base.ModelState object at 0x7f23d2a30f40>,59954,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,50,aut-10,PENCIL,earring (pencil through earring hole),Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:45:35.824732+00:00,PENCIL,earring (pencil through earring hole),35.0,28.0,45.0,nan,nan,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: earring (pencil through earring hole)"
<django.db.models.base.ModelState object at 0x7f23d2a30fd0>,59955,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,51,aut-10,PENCIL,to replace logs in a toy loghouse,Submitted,7,Alternate Uses Task,120,0,2026-01-07 19:45:35.828727+00:00,PENCIL,to replace logs in a toy loghouse,40.0,28.0,35.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to replace logs in a toy loghouse"
<django.db.models.base.ModelState object at 0x7f23d2a31060>,59956,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,52,aut-10,PENCIL,eyeliner,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:45:35.832969+00:00,PENCIL,eyeliner,20.0,38.0,35.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: eyeliner"
<django.db.models.base.ModelState object at 0x7f23d2a31600>,59966,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,31,aut-10,PENCIL,to use with tracing paper to make stencils,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:46:43.485760+00:00,PENCIL,to use with tracing paper to make stencils,15.0,15.0,35.0,nan,nan,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to use with tracing paper to make stencils"
<django.db.models.base.ModelState object at 0x7f23d2a31690>,59967,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,32,aut-10,PENCIL,to raise the height of a table leg so it doesn't rock.,Submitted,13,Alternate Uses Task,120,0,2026-01-07 19:46:43.491650+00:00,PENCIL,to raise the height of a table leg so it doesn't rock.,25.0,28.0,35.0,nan,nan,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to raise the height of a table leg so it doesn't rock."
<django.db.models.base.ModelState object at 0x7f23d2a31720>,59968,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,33,aut-10,PENCIL,to colour in a collage,Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:46:43.495451+00:00,PENCIL,to colour in a collage,15.0,18.0,25.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to colour in a collage"
<django.db.models.base.ModelState object at 0x7f23d2a317b0>,59969,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,34,aut-10,PENCIL,to write the names of plants that you have put in as seeds.,Submitted,13,Alternate Uses Task,120,0,2026-01-07 19:46:43.499383+00:00,PENCIL,to write the names of plants that you have put in as seeds.,20.0,22.0,10.0,nan,nan,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: to write the names of plants that you have put in as seeds."
<django.db.models.base.ModelState object at 0x7f23d2a32bf0>,60005,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,24,aut-10,PENCIL,weapon,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:49:21.449875+00:00,PENCIL,weapon,20.0,15.0,25.0,nan,nan,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: weapon"
<django.db.models.base.ModelState object at 0x7f23d2a32c80>,60006,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,25,aut-10,PENCIL,hair accessory,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.454340+00:00,PENCIL,hair accessory,20.0,28.0,35.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: hair accessory"
<django.db.models.base.ModelState object at 0x7f23d2a32d10>,60007,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,26,aut-10,PENCIL,door stopper,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.458228+00:00,PENCIL,door stopper,20.0,28.0,35.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: door stopper"
<django.db.models.base.ModelState object at 0x7f23d2a32da0>,60008,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,27,aut-10,PENCIL,toys,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:49:21.461884+00:00,PENCIL,toys,15.0,12.0,10.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: toys"
<django.db.models.base.ModelState object at 0x7f23d2a32e30>,60009,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,28,aut-10,PENCIL,magic wand,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.465495+00:00,PENCIL,magic wand,25.0,28.0,35.0,nan,nan,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: magic wand"
<django.db.models.base.ModelState object at 0x7f23d2a32ec0>,60010,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,29,aut-10,PENCIL,orchestra conductor,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.469104+00:00,PENCIL,orchestra conductor,35.0,38.0,45.0,nan,nan,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: orchestra conductor"
<django.db.models.base.ModelState object at 0x7f23d2a33970>,60029,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,28,aut-2,BRICK,make a tower,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:49:44.747857+00:00,BRICK,make a tower,10.0,12.0,10.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: make a tower"
<django.db.models.base.ModelState object at 0x7f23d2a33a00>,60030,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,29,aut-2,BRICK,support a car when tyres have been stolen,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:49:44.752534+00:00,BRICK,support a car when tyres have been stolen,15.0,28.0,35.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: support a car when tyres have been stolen"
<django.db.models.base.ModelState object at 0x7f23d2a33a90>,60031,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,30,aut-2,BRICK,put in handbag to deter thefts,Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:49:44.756492+00:00,BRICK,put in handbag to deter thefts,30.0,28.0,35.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: put in handbag to deter thefts"
<django.db.models.base.ModelState object at 0x7f23d2a33b20>,60032,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,31,aut-2,BRICK,use as gym weights,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:49:44.760255+00:00,BRICK,use as gym weights,20.0,18.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use as gym weights"
<django.db.models.base.ModelState object at 0x7f23d2a33bb0>,60033,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,32,aut-2,BRICK,make garden borders,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:49:44.763959+00:00,BRICK,make garden borders,15.0,15.0,25.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: make garden borders"
<django.db.models.base.ModelState object at 0x7f23d2a33c40>,60034,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,33,aut-2,BRICK,build a garden bbg,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:49:44.767441+00:00,BRICK,build a garden bbg,15.0,15.0,10.0,nan,nan,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: build a garden bbg"
<django.db.models.base.ModelState object at 0x7f23d2a33d60>,60036,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,1,aut-13,SOCK,coffee mugs as pots,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:49:48.068311+00:00,SOCK,coffee mugs as pots,10.0,28.0,35.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: coffee mugs as pots"
<django.db.models.base.ModelState object at 0x7f23d2a33df0>,60037,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,2,aut-13,SOCK,bowls reused as candles,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:49:48.073896+00:00,SOCK,bowls reused as candles,10.0,28.0,35.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: bowls reused as candles"
<django.db.models.base.ModelState object at 0x7f23d2a33e80>,60038,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,3,aut-13,SOCK,teacups as birdfeeders,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:49:48.078692+00:00,SOCK,teacups as birdfeeders,10.0,28.0,35.0,nan,nan,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: teacups as birdfeeders"
<django.db.models.base.ModelState object at 0x7f23d2a33f10>,60039,rebeaty,7H4H7DwVobsViprPNEB4jm,6344b4073207c88c1cf5b49f,4,aut-13,SOCK,old shirts as rags,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:49:48.083355+00:00,SOCK,old shirts as rags,10.0,15.0,10.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: old shirts as rags"
<django.db.models.base.ModelState object at 0x7f23d2a33f40>,60041,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,20,aut-10,PENCIL,"drawing, writing, pushing an object out, druming",Submitted,7,Alternate Uses Task,120,0,2026-01-07 19:49:55.309567+00:00,PENCIL,"drawing, writing, pushing an object out, druming",15.0,18.0,25.0,nan,nan,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: drawing, writing, pushing an object out, druming"
