prolific_id,achievement_number,CAResp,created_at,ICAA_Score,ICAA_Model
65e64c08cd1bf3d6ab957af7,2,I wrote a poem that a friend read and submitted to a local art publication. They printed the poem and several people liked it.,41:11.3,2,gpt-4.1
65e64c08cd1bf3d6ab957af7,3,"I was the general contractor and designer of my kitchen. I selected all the materials and finishes, designed a new layout, installed all the cabinets, tiled the backsplash, and installed the flooring.",41:11.3,3,gpt-4.1
5efa33c4e9f4160ffd817db9,1,"Homemade greeting cards. These have been shared with family and close friends. They have often been created using my own thoughts and ideas, rather than following a pattern.",41:51.3,2,gpt-4.1
5efa33c4e9f4160ffd817db9,2,"I have attended sewing classes, where I learnt to make basic  fabric items such as festive sacks and stockins, and also cushions.",41:51.3,3,gpt-4.1
5efa33c4e9f4160ffd817db9,3,I have made costumes for children using basic skills and household items,41:51.3,5,gpt-4.1
66cb2e0bd2169db778550269,1,"I once received an award certificate at school for a piece of art that I made. The piece of art was inspired by Andy Warhol ,and my art teacher was a big fan of the artwork as it exhibited a great sense of creativity.",52:31.6,3,gpt-4.1
66cb2e0bd2169db778550269,2,"I designed a greetings card for a family friend. It was inspired by tulips, which the family friend was a very big fan of, and the family friend greatly appreciated the card, so much so that they gave me an extra-big slice of cake!",52:31.6,3,gpt-4.1
66cb2e0bd2169db778550269,3,"In school, I created a great plastic mould that could be used to make a chocolate bar. I spent hours creating and formulating the mould to perfection, and when the chocolate bar was produced, I felt a great sense of satisfaction from creating my own chocolate bar from scratch.",52:31.6,3,gpt-4.1
5ca9d0224f3e9d00164426f3,1,"I love cooking and have had achieved in many of my culinary adventures. In particular, I have had two food businesses where I developed the recipes and made, promoted and marketed and sold their artisanal products. I was successful in both of these culinary businesses.",56:50.9,3,gpt-4.1
5ca9d0224f3e9d00164426f3,2,"I have taken painting courses and have painted several paintings that I am proud of. I developed my drawing and painting skills and although I have not painted recently, I am still proud of these artistic achievement and many people have complimented me on them.",56:50.9,2,gpt-4.1
5ca9d0224f3e9d00164426f3,3,"I am creative in how I design our outdoor garden spaces, how I select and place the flowers that adorn our yard.",56:50.9,5,gpt-4.1
663f7196a07afa04b277db38,1,"My garden.  I have created my garden from scratch by planting trees, shrubs and plants over the last 8 years.  I have been quite successful and most of things have taken well and are now flourishing.  During the summer when everything is at its peak it is a very colourful place.  I feel I have built up my own haven especially when I see all the bees and butterflies around.  Everyone who comes comments on how nice it now looks and I feel proud of my accomplishment.",10:25.7,5,gpt-4.1
663f7196a07afa04b277db38,2,"I have painted and decorated most of the rooms in my house.  I have put wallpaper up and new gloss on the woodwork.  I am no professional so it is not perfect.  However, it is much better than it was and I can put up with the faults.  There is a satisfaction knowing I did it myself.  Most people say it looks nice.",10:25.7,2,gpt-4.1
663f7196a07afa04b277db38,3,"I hosted my family for Christmas dinner this year, the first time I have done so since my children left home.  I was nervous about cooking for others as I no longer do this very often.  I worried whether the meat would be cooked properly, whether the gravy would be salty or the vegetables hard.  I need not have worried.  Everything turned out well and my guests thoroughly enjoyed their meal.  It was a big relief but I'm not sure I want to do it every year.",10:25.7,4,gpt-4.1
63ae31ff5c725a41082afc56,1,"I was given a task at work which usually takes days to complete. I was able to complete the assignment in a day. When I presented it to my supervisor, he marveled after checking and agreeing that it was well done.",12:12.4,4,gpt-4.1
63ae31ff5c725a41082afc56,2,I was at a beach with my family last summer. As we sat having some meals I noticed a hand up in the sea waving. I knew that person was in danger of drowning. i stopped eating and straight away dive into the sea to rescue a young lady from the jaws of death. Many were surprised I could spot her that far and rescue her. The beach resort later awarded me with a plaque.,12:12.4,5,gpt-4.1
63ae31ff5c725a41082afc56,3,"Two children went to the bush to play. When dark was falling, their parents became alarmed because they were nowhere to be found. I organized a three-man search party who went to the forest to get them safely. The way I organized the search party was so smart that my neighbors were full of praise for me",12:12.4,4,gpt-4.1
67dd49c5b86cdc10df6d7e70,1,"I developed a DIY craft for children with recyclable materials, launched through an online platform. This product recognition and review on different platforms.",17:07.9,4,gpt-4.1
67dd49c5b86cdc10df6d7e70,2,"I authored a short story collection focused on environmental themes, this was self-published and sold about 200 copies.",17:07.9,3,gpt-4.1
67dd49c5b86cdc10df6d7e70,3,"I designed a community mural that depicted local history and culture, commissioned by the city council for a project.",17:07.9,3,gpt-4.1
67606663e5ad15d60ffeb222,1,"writing a speech and presentation for a homelessness project that i used to work for to generate funds. i was very proud of it, because the audience responded really well, engaging well and asking lots of thoughtful questions. it generated funding for the charity, which furthered my pride in it. i had received no input from anyone else.",30:23.5,3,gpt-4.1
67606663e5ad15d60ffeb222,2,"a gorgeous set of nails that i painted for hobby and posted on a nail social media channel. they gained a lot of traction, receiving hundreds of positive comments and thousands of likes, and i was really proud of the work that i had created. beautiful colours, design and attention.",30:23.5,3,gpt-4.1
67606663e5ad15d60ffeb222,3,"when working at the homeless project, i created an awards party for the volunteers. the care that i put into the design and the planning was creative, including a raffle with local prizes and a beautifully decorated room. i was proud to share it with the volunteers as well as social media. it received very positive feedback from the volunteers.",30:23.5,4,gpt-4.1
652359572fd30ff57dfea7fb,1,I made a stained glass table top of the sun rising behind a garden trellis.  A hummingbird was fluttering near a morning glory flower.  The selection of glass I chose made me proud.,35:07.8,3,gpt-4.1
652359572fd30ff57dfea7fb,2,"I made a holiday wreath and place setting for my neighbor and I at Christmastime.  I made them with several types of evergreen branches and cones from our native forests.  Then, I placed them into a ""shellac bath"" to preserve them through the holidays.",35:07.8,3,gpt-4.1
652359572fd30ff57dfea7fb,3,"I hand-hooked a rug with a seashell design to have as a keepsake.  I followed a pattern but the yarn was soft, thick and of good quality.  I wanted to make a rug that would last.",35:07.8,3,gpt-4.1
67c71b1e1c4622620884df57,1,i handmade necklaces that i then sold to my community.,42:53.4,5,gpt-4.1
67c71b1e1c4622620884df57,2,crocheted my own wedding dress and all of our wedding decor including our backdrop bouquets and other stuff,42:53.4,2,gpt-4.1
67c71b1e1c4622620884df57,3,i just completed 3 crocheted blankets and 2 cardigans,42:53.4,3,gpt-4.1
677580b9fa6b77a8332d2237,1,I made a dress I wear to work very often,54:11.0,3,gpt-4.1
677580b9fa6b77a8332d2237,2,I make dashboards for a living and my work has been described as better than the team that is dedicated to this at the Head Office,54:11.0,3,gpt-4.1
677580b9fa6b77a8332d2237,3,I wrote a short play but never sent it for submission. I did send it to my best friend. She thought it was cool.,54:11.0,4,gpt-4.1
66ef212cf79668f34be612d8,1,"Student teaching created curriculum around the environment for a week of lessons, did games and art pieces with the students. It was educational and fun for the students and they really enjoyed it, it felt good to have them have so much fun while learning about something important.",57:29.4,5,gpt-4.1
66ef212cf79668f34be612d8,2,"I created an outfit for a convention my ex boyfriend was going to, I used a lot of old clothes and paint in order to make it. It was one of my first times every making a whole outfit with accessories and it was really fun. I felt really proud of how it turned out even if it was a little messy. It was recognizable and I got a lot of compliments about it.",57:29.4,4,gpt-4.1
66ef212cf79668f34be612d8,3,"I designed my son's nursery myself and it was a really nice creative outlet. From theming to color and picking out all the furniture and arranging it to how I liked it I did the whole process myself. Once it was all done it was just like how I pictured it in my head and it was very satisfying, I had a lot of people ask me to design their nursery after that and loved sending my friends my ideas based off what they wanted.",57:29.4,4,gpt-4.1
5c7ea15cb215c6000122b48d,1,When I was younger in school I wrote a poem that got featured for everyone in the school at the time in an assembly and has been in the reception of that school ever since,03:17.4,6,gpt-4.1
5c7ea15cb215c6000122b48d,2,,03:17.4,5,gpt-4.1
5c7ea15cb215c6000122b48d,3,,03:17.4,3,gpt-4.1
66b507cc1a7e164991afbe17,1,"I wrote and self-published a collection of short stories exploring themes of identity and community. The project involved conceptualizing the stories, editing them carefully, designing the cover and layout, and coordinating the self-publishing process. The collection received positive reviews from readers online, was shared in several writing forums, and one story was shortlisted in a national short story competition. This achievement is significant because it combined creativity in writing with independent project management, and it reached a wide audience beyond my immediate circle.",03:32.6,6,gpt-4.1
66b507cc1a7e164991afbe17,2,"I organized and led a community art project to create a large mural in a local public space. I designed the artwork, coordinated volunteers, and supervised the painting process over several weeks. The mural received attention from local media and community leaders, and it has become a landmark in the neighborhood. This project stands out because it required both artistic creativity and leadership, and it visibly transformed a public space while engaging dozens of participants.",03:32.6,4,gpt-4.1
66b507cc1a7e164991afbe17,3,"I composed and performed an original music piece for a regional youth talent showcase. I wrote the lyrics and melody, arranged the instrumentation, and performed live on stage. The performance was well-received, earning an audience award for creativity and expression. This achievement is meaningful because it combined musical composition, performance skills, and emotional storytelling, leaving a strong impression on both the audience and judges.",03:32.6,4,gpt-4.1
66c6683f6336ebf638da4db4,1,Team lead for a team of 3 software designers (including myself) for a product line that was very reliable and bug free.  This resulted in over $100M in sales for the life time of the product.,10:58.7,4,gpt-4.1
66c6683f6336ebf638da4db4,2,First engineering hire for a start up company.  I played a major role in growing the engineering team from just myself to a team of 10 designers.,10:58.7,3,gpt-4.1
66c6683f6336ebf638da4db4,3,I learned how to make sour dough bread from scratch.  I created my own starter and once it started to grow I was able to use that to make my bread from scratch.,10:58.7,4,gpt-4.1
65e4a6bdde84e615dcac2651,1,When i was younger i found a competition in a magazine where I wrote a poem and sent it in to the magazine. I won and the poem was published in a book a couple of months later and sold in bookstores. I know a lot of people would of read it but i was most excited because my family were very proud of me.,11:21.6,3,gpt-4.1
65e4a6bdde84e615dcac2651,2,I made a creative painting with one of the pages of a book called wreck this journal around 10 years ago now. I was very proud of it so I posted a picture of it online. The image went viral and hundreds of people copied the same painting in their own journals.,11:21.6,3,gpt-4.1
65e4a6bdde84e615dcac2651,3,I once won a competition for �500 worth of art supplies for a drawing i had made of the savannah. I cant remember the exact circumstances because it was a long time ago but it was something my mother entered me in.,11:21.6,2,gpt-4.1
5ed94af267e7bf10f180c5b0,1,Winning the school writting contest - wrote about my family and immigration and won the first prize and was given a chance to do a speech infront of everyone at school. It was a nerve racking experience for a teenager but felt great after. The writing got printed out as a book and I still have it with me.,13:54.7,5,gpt-4.1
5ed94af267e7bf10f180c5b0,2,"Winning a drawing contest- this was my first arts award I got, I was chosen as the best work by the artists from my school and was invited to awards ceremony and this was my first real big awards for art and remember going their with my mother to get my award and photos taken .",13:54.7,4,gpt-4.1
5ed94af267e7bf10f180c5b0,3,Winning chili receipe contest at work - we had a internal competition to come up with a unique chili reciepe. Management team picked the most interesting receipes and mine was one of the top three. I was happy to be top three but didn't win the first place. The management team used the winners reciepe to make us chili as a holiday fun and shared with the whole site.,13:54.7,6,gpt-4.1
66a02d45a7db35d93c9f6a81,1,Designed a metal logo light in highschool. It was not very professional. It did get attention from students and teachers.,14:35.9,4,gpt-4.1
66a02d45a7db35d93c9f6a81,2,Designed a logo for a T-shirt for a high school event. Not that professional. Did get attention from other students.,14:35.9,4,gpt-4.1
66a02d45a7db35d93c9f6a81,3,Designed T-shirt for recreational basketball team in high school. Not very professional. Attention just from teammates.,14:35.9,4,gpt-4.1
670da3fd0b8a2f7a542a2b24,1,I won a cosplay contest and i earned some money from it. I was judged and beat a competition of over a thousand people,22:16.9,5,gpt-4.1
670da3fd0b8a2f7a542a2b24,2,My school frequently used my art for flyers and events such as yearbooks and charities.,22:16.9,2,gpt-4.1
670da3fd0b8a2f7a542a2b24,3,I have a personal art Instagram with over 40 thousand followers that i don't post to that often. I am well known in a couple communities that I like and I am involved in a lot.,22:16.9,6,gpt-4.1
665e680164927b18554b66ec,1,"Wrote a science fiction/horror screenplay which was requested and read by movie director (The Fifth Element, The Big Blue, etc.) Luc Besson's production company EuropaCorp.",22:31.9,5,gpt-4.1
665e680164927b18554b66ec,2,"Wrote a comedy screenplay about a floundering graduate who was working in a record store, which was read by the movie production company BenderSpink, which produced the American Pie movies.",22:31.9,4,gpt-4.1
665e680164927b18554b66ec,3,"Wrote a screenplay about a man who travels back in time to kill Adolf Hitler, which was read by the movie production company Escape Artists, who worked with Sony Pictures and produced the movie A Knight's Tale, with Heath Ledger.",22:31.9,2,gpt-4.1
5f84e472052cf81ae5752252,1,designed and sold cross-stitch patterns,25:00.2,4,gpt-4.1
5f84e472052cf81ae5752252,2,renovated and decorated my home to my interior design preferences,25:00.2,3,gpt-4.1
5f84e472052cf81ae5752252,3,won an award for a poem I wrote,25:00.2,5,gpt-4.1
6604cab7499d144f955a7c9d,1,I received an award from my university for a poem I wrote.  I received a cash award and my name was published in the school paper.,27:16.3,4,gpt-4.1
6604cab7499d144f955a7c9d,2,I have written several fanfics with over 200 thousand combined views.,27:16.3,3,gpt-4.1
6604cab7499d144f955a7c9d,3,"I make up a new song every night to sing to my cat.  The melody is usually the same, but I always try to incorporate new lyrics.",27:16.3,2,gpt-4.1
694580e0f1757dd9295e5cb9,1,Had a puzzle published in the elementary school newspaper and received an award,34:32.1,4,gpt-4.1
694580e0f1757dd9295e5cb9,2,Made multiple Paracord bracelets and keychains to give away as presents,34:32.1,3,gpt-4.1
694580e0f1757dd9295e5cb9,3,Proposed a creative way of generative revenue for my employer and received a work award for the idea.,34:32.1,4,gpt-4.1
64136e2bd31ba4a3a7c16ddc,1,My graduation film from University. It was completely made by me in all craft departments (essentially everything other than acting) and it was a struggle to get made due to COVID and my actors catching COVID but I'm proud that I dragged it across the finish line in time.,36:03.7,5,gpt-4.1
64136e2bd31ba4a3a7c16ddc,2,"My feature film script, I've given up on trying to get it made because I have a 6 day a week job and bills to pay but it's a coming of age folk horror film that's a metaphor for the death of your inner child and entering adulthood.",36:03.7,4,gpt-4.1
64136e2bd31ba4a3a7c16ddc,3,My silly album that I made with my friends. It's ridiculous and full of stupid lines and ideas but I am proud to have made it and it will be there for the rest of my life to remember the times it was made.,36:03.7,6,gpt-4.1
653ed34dfa601f3952c72ed4,1,"Placed in the top 3 for a county wide writing contest.  I entered my own poem that I wrote and won an award.  There was a ceremony to receive it, and I was also announced as a winner at my school.",42:58.6,5,gpt-4.1
653ed34dfa601f3952c72ed4,2,"I participated in a play at my school.  I wanted really badly to do more creative work, since I enjoyed performing, but I ended up moving and couldn't.  To me it was really important that I was able to make a speaking role that had a name for my first play audition.  It wasn't the biggest deal in the world, but I liked it.  I also got into the thespian honor society.",42:58.6,4,gpt-4.1
653ed34dfa601f3952c72ed4,3,"I wrote a manuscript! It is undergoing revision and editing, but I wrote a complete 71k word manuscript for a work I plan to publish this year.  My work has been community reviewed and undergone ""beta reads"" and received positive feedback.  Many are looking forward to its publishing.",42:58.6,3,gpt-4.1
63f6921f294f32b36bb1179e,1,A large scale display of horticultural plants and accessories which I completed at my place of employment. This was visited and critiqued by rival companies and received high praise.,26:21.6,4,gpt-4.1
63f6921f294f32b36bb1179e,2,"I do not enjoy writing creatively, but was tasked with a presentation for a team building exercise. I put a huge amount of time and effort into my exhibit, and it was received very well by the other participants. I was asked at the end of the exercise if the organisers could use my material as an example of good practice in their future courses. I felt that all the effort I had put into my presentation had been ratified.",26:21.6,3,gpt-4.1
63f6921f294f32b36bb1179e,3,I have creatively upcycled lots of pieces for my garden at home and they sit in harmony with the planting that I have carried out. I entered a national competition based on colour and aesthetic beauty and was delighted to be announced of one of the winners. I appeared across social media and online press as a winner with photos taken in my garden and received a monetary prize as recognition of my creativity.,26:21.6,5,gpt-4.1
6941ba7773700f50256ddafe,1,I won a contest for an art cover for a scientific journal. It as a painting in guache. It is something that I'm always proud to publicise and that has always received positive responses.,30:15.6,4,gpt-4.1
6941ba7773700f50256ddafe,2,"For years, I made personalised greeting cards for students who finished their masters or doctorate. These were recognised by the institution where I worked at the time, and an exposition was set-up to showcase these drawings.",30:15.6,4,gpt-4.1
6941ba7773700f50256ddafe,3,"When I finished my PhD, a painted a big canvas for my supervisor. The painting still hangs to this day in her office for everyone to see.",30:15.6,2,gpt-4.1
5c01bf7d4c14cf00019ce2a4,1,"Earliest one I can remember is when chosen to be Valedictorian of my graduating class in middle school (grade 8). This obviously involved writing a speech for commencement, and it was the first time I had to do any sort of public speaking at that magnitude and for so many people. I was extremely shy, and am generally a reticent person, so I still remember that being one of the more difficult experiences I've had just for that factor alone. I consider this an achievement because it was the first time I was able to showcase my writing skills in a public setting for such a large audience, and it was well-received from the feedback I got from parents, staff members, and my classmates alike.",48:08.9,7,gpt-4.1
5c01bf7d4c14cf00019ce2a4,2,"During the early days of the pandemic I, like many people, looked toward starting new hobbies to occupy my time. Something I was really big on in those days was learning how to tuft. Generally speaking, tufting is the process or specific method of creating varying products out of yarn, through the use of a tufting gun and backing material as a sort of stencil. In my case, I wanted to learn how to make my own creative designs for rugs and stuck with it for two years. One of the designs I did was some Arabic lettering that I liked, both for its aesthetic appeal and for the meaning of the phrase itself. A friend of mine, who is Muslim, owns several boutique shops throughout North America for his clothing brand that is centered around Egyptian cotton from the Nile Delta. His culture and homeland is central to the brand's identity, and he ended up asking if I could make something similar for him (something in Arabic). Instead, I just gifted him the one I already made since the phrasing was already relevant and he already loved it, and it he currently uses it as a decorative piece at one of his boutiques.",48:08.9,6,gpt-4.1
5c01bf7d4c14cf00019ce2a4,3,"During my University days, creative writing was something I sought out to offset the more mundane reading and writing of my regular assignments and essays. Particularly, during the Summers when I would spend more time staying in my Uni town instead of venturing back home, I developed in interest in screenwriting. Loving movies and television was nothing new for me, but I was interested in learning more about the medium from a more technical side. I remember reading books about screenplays like 'Save the Cat' and just generally absorbed a bunch of knowledge about narrative structure and how to format your story in a screenplay structure. I think I wrote about 2-3 myself during that Summer and into the schoolyear. I ended up revisiting one of those screenplays that I felt most strongly about a few years later, edited it again and again, and submitted it to a short screenplay contest that was being sponsored by TIFF at the time. I didn't win, but remember my submission advancing through several rounds, and ended up placing somewhere in the top25. I consider this an achievement since it was judged by a panel of varying professionals in the industry, and for the sheer amount of time I spent through those Summers (and school year) dedicated to learning about the craft. It's also probably, to this day, the most creative thing I have personally attempted.",48:08.9,3,gpt-4.1
5c36e40e299f82000103ce0a,1,A very unprofesional video with a sound effect i uploaded to instagram. It blew up a few months later and got over a million views and was shared many times.,54:59.1,3,gpt-4.1
5c36e40e299f82000103ce0a,2,Postd pohtography I took on instaagram. I would see it on a different media platform without crediting me. Technically was shared even if i didint have knowledge of it.,54:59.1,3,gpt-4.1
5c36e40e299f82000103ce0a,3,I told a joke about a dog once and my dad used it a few times when talking to others,54:59.1,999,gpt-4.1
69531a58a97fe5b6ab460380,1,"Placed in multiple choral competitions. These were on an international level, and participation by invite only. Placing well in the first led to invitations to more competitions and events on the same level.",59:44.8,3,gpt-4.1
69531a58a97fe5b6ab460380,2,"Nature photography award. I don't remember the context of the competition, but not particularly prestigious.",59:44.8,5,gpt-4.1
69531a58a97fe5b6ab460380,3,"Wedding and family photos for friends. Not noticeable on any large scale, but creating my friends' favorite images of themselves is an accomplishment on my personal scale.",59:44.8,6,gpt-4.1
5b985404a15058000124e508,1,"I won a grade 3 tennis tournament with the LTA despite not even being seeded. I very much doubted my abilities beforehand as it was the first tournament I had played. I had of course played tennis before, but I haven't received any tennis coaching and could see beforehand the people I was going to be competing against. Many of my opponents were shocked as well as members of my family.",00:57.5,4,gpt-4.1
5b985404a15058000124e508,2,I scored a gold in the mathematics challenge and was very close to being selected for the Olympiad. Again I thought I might get a bronze but in no way did I expect to not only get a gold certificate but to also score the highest in my class during my first year of college. One person I sat next to in class whom I didn't get along with was annoyed and surprised that I had scored better than him.,00:57.5,2,gpt-4.1
5b985404a15058000124e508,3,I received several interviews for medical school despite putting very little into my application. This was highly unexpected and both friends and family alike were shocked. It was an awakening of sorts as I realised the potential I had if I actually put a respectable level of effort into my applications and future working life. It was a wake up call of sorts.,00:57.5,3,gpt-4.1
6779c8fd10ec19bf89b5f9d8,1,My creative achievement was to win second prize in song competition in school. It was a competition among secondary schools and I took part in it and secured second position. my teachers were proud of me.,03:17.2,2,gpt-4.1
6779c8fd10ec19bf89b5f9d8,2,"I designed some greeting cards on canva website, which got sold at good prices, I got commission from the. Also I do gigs on fiverr for greeting cards designing and graphic designing.",03:17.2,5,gpt-4.1
6779c8fd10ec19bf89b5f9d8,3,"I made project of how volcanoes erurpt and the science behind the, I got first prize in National innovations category.",03:17.2,5,gpt-4.1
631610af8e747093cd90e00d,1,"Won a poetry competition in my district when I was 10 years old. It was entered into a national competition. While I didn't win overall, it was still recognised, and I got to present it at school.",08:13.6,4,gpt-4.1
631610af8e747093cd90e00d,2,Drew a picture for a friend's birthday over a decade ago that they still have proudly displayed.,08:13.6,5,gpt-4.1
631610af8e747093cd90e00d,3,"Won a toy design and marketing competition at school, beating everybody else in my year.",08:13.6,2,gpt-4.1
67356f7cf6ff16fe3322a837,1,"Mentor my students at school, providing guidance, support, and  encouragement o help them achieve their goals and overcome challenges they are facing.",09:44.6,2,gpt-4.1
67356f7cf6ff16fe3322a837,2,"I received an award for academic excellence, recognizing my outstanding contributions and potentials ahead.",09:44.6,5,gpt-4.1
67356f7cf6ff16fe3322a837,3,Mentored a team of junior colleagues resulting in two promotions and consistently receiving positive performance reviews.,09:44.6,2,gpt-4.1
6951dc0e3bdca9185a3420a1,1,I got a promotion at my job because I gave a speech about security in IT at local conference. This was great for me because it was the first time I gave a speech in a public setting in front of 100s of professionals and I did a well enough job to receive a promotion.,16:34.0,4,gpt-4.1
6951dc0e3bdca9185a3420a1,2,When I was younger I won a chess tournament. This tournament brough together the best players in my city and this was incredible because I studied hard for a few years and all that work paid off.,16:34.0,4,gpt-4.1
6951dc0e3bdca9185a3420a1,3,I got my first tattoo which was huge because in order to have it look nice I had to manage my weight and go on a specific diet which I was able to do.,16:34.0,4,gpt-4.1
66c0d9ef3c9b1d596446f813,1,I wrote a short story for a high school creative writing class that I got an A for based on a real life sutation.,16:35.5,999,gpt-4.1
66c0d9ef3c9b1d596446f813,2,I wrote an essay for a college literature class based on a  Russian novel that I got an A for that had very nuanced and thorough analyses in it.,16:35.5,4,gpt-4.1
66c0d9ef3c9b1d596446f813,3,I wrote a fantasy short story for my 7th grade elementary school class that I got an A for and the teacher loved and showed off to my parents.,16:35.5,5,gpt-4.1
603ea566289f8b0f4f035358,1,A pastel portrait I made of my mom's late German Shepherd for her birthday last year won second place in the county fair,22:14.3,3,gpt-4.1
603ea566289f8b0f4f035358,2,"I've won several awards for baked goods, both in the county fair and in other local competitions. My brownies got first place. I won a trophy for best biscuits. My spicy pumpkin seed brittle got best in show. These are the few I'm most proud of.",22:14.3,3,gpt-4.1
603ea566289f8b0f4f035358,3,"I've baked and decorated custom birthday cakes for friends, family, and occasionally clients (in a freelance capacity) for the past fifteen years or so. I design them so that they reflect various interests the recipient has, as well as their favorite flavours. I've gotten a lot of wonderful compliments and positive feedback, both in person and on social media posts that my work has been shared in.",22:14.3,3,gpt-4.1
66019f5e10adbe524f2a844a,1,i do not have any creative achievements at all unfortunately,23:32.8,3,gpt-4.1
66019f5e10adbe524f2a844a,2,,23:32.8,3,gpt-4.1
66019f5e10adbe524f2a844a,3,,23:32.8,2,gpt-4.1
67d0a4ccb5587fff790273a7,1,I had receive a community award for one of the best knitting designs. And these was given to honor my hard work after retirement.,23:55.8,3,gpt-4.1
67d0a4ccb5587fff790273a7,2,I had received several recognition awards in my line of work for the best managers in the company i had previously worked in.,23:55.8,1,gpt-4.1
67d0a4ccb5587fff790273a7,3,I have been term as one of the most contributive person in my neighborhood. Mostly in cases that concerns the environment.,23:55.8,2,gpt-4.1
668f0aa2dc96efe3c92449c9,1,"When I moved into a new house, I had a room with empty walls. I decided to paint some pictures to hang, and I discovered that I am an amateur artist if I give myself enough time and space to create something beautiful. Now, I have 9 paintings, although some of them are smaller, that add colour and light to my space.",32:04.6,4,gpt-4.1
668f0aa2dc96efe3c92449c9,2,"After High school, I took a art scultpture class in univeristy, something I had never done or practiced in my life. The professor was very knowledgeable and guided me to create a sculpture of my dog with some detail. I display the scuplture today in my office space and it reminds me of my precious fur friend.",32:04.6,3,gpt-4.1
668f0aa2dc96efe3c92449c9,3,"Every holiday, I create my own holiday cards and decorations for when we host gatherings or parties. Every year I try to make a banner and to decorate a space in the house to make it feel really festive. I always get compliments on what I create, and it brings a smile to guests so why not!",32:04.6,3,gpt-4.1
6012ed349807110d8eb941a6,1,"I once wrote a poem when I was in grade 6. It was about our parrot. The teacher thought I did not write the poem and accused me of cheating, but I honestly did not. The poem just somehow flowed out of me because I could think and feel so much about our parrot. The teacher eventually accepted the poem and gave me 11 out of 10 for the assignment. He also read the poem in class for all the students to hear.",37:06.9,2,gpt-4.1
6012ed349807110d8eb941a6,2,In Grade 9 I was again tasked with creating a poem. I wrote the poem about my piano and this teacher did believe I wrote the poem. She read the poem to the class as well.,37:06.9,6,gpt-4.1
6012ed349807110d8eb941a6,3,"I once had to do a presentation to a group of women in an organization. I'm deathly afraid of giving speeches, so instead, I created a video in the format of a ""news report"" and instead of having to speech, when it was my turn to give the presentation, I played the video. I got a standing ovation for it.",37:06.9,4,gpt-4.1
5ef08aa7177a735c78ffbf40,1,When I was younger I spent ages drawing a series of pictures on a massive long roll of paper. It was an endless story where each drawing related to the past one. Although not awarded anything it was a proud moment of my youth.,38:40.3,4,gpt-4.1
5ef08aa7177a735c78ffbf40,2,Won the best easter bonnet competition. This was when I was about 10 and with the help of my mother we designed a bonnet with a WWE ring that still contained easter themes.,38:40.3,3,gpt-4.1
5ef08aa7177a735c78ffbf40,3,Created a professional logo for my online eBay page that helps my business loom more credible and professional.,38:40.3,5,gpt-4.1
66eeda2bc7d6e9b92b4a81c0,1,"As a nurse, I have found creative ways to connect with patients and make them feel heard and supported during difficult moments. I adapt my communication and care to each person rather than using a one-size-fits-all approach. This has led to strong patient trust and positive feedback from both patients and coworkers, and I am often asked to support or guide newer nurses.",44:15.0,2,gpt-4.1
66eeda2bc7d6e9b92b4a81c0,2,"Art and nature play an important role in my life. Living in Florida has inspired me to create and share simple artwork and photography influenced by the natural environment. While this work has not been formally published, it has been shared with friends, family, and coworkers and has been well received. Many people have told me it brings them calm and encourages them to appreciate nature more.",44:15.0,2,gpt-4.1
66eeda2bc7d6e9b92b4a81c0,3,"Balancing a demanding nursing career, earning two degrees, including a master�s degree, and raising a family required creativity, organization, and persistence. I had to find my own ways to manage time, stay motivated, and keep moving forward. This achievement has shaped my personal growth and allowed me to serve as a role model for my children and others around me.",44:15.0,3,gpt-4.1
5ec28db2622c500632dc95bc,1,I had my creative writing win an award for a human rights charity last year. I wrote a creative piece and came in first in the competition. The prize involved being recognised in my region and was a gid deal in some ways. The award also involved a free trip to travel and celebrate with others in London.,45:22.2,3,gpt-4.1
5ec28db2622c500632dc95bc,2,"I painted a landscape of my local area and the community and local library created prints, which were used to advertise a local fare. I ended up making some money from my design as a lot of the prints also sold during this event. I got quite a bit of praise and enjoyed helping out at the same time.",45:22.2,5,gpt-4.1
5ec28db2622c500632dc95bc,3,I created bowls to be used in the library for the local community Xmas party. Everyone seemed to really like the cute and fun designs that I made. The images were to reflect the local area. It was successful and some of the local papers even reported on the even and showed my designs. The bowls were free to local people so I didn't make money but it was a great experience.,45:22.2,4,gpt-4.1
6020b4d4010b8e6e89d1a6a0,1,I have produced a series of digital illustrations that I shared on social media platforms and community art sites,46:10.7,6,gpt-4.1
6020b4d4010b8e6e89d1a6a0,2,"I have developed innovative solutions for real-world problems, such as designing tools to improve access to clean water",46:10.7,2,gpt-4.1
6020b4d4010b8e6e89d1a6a0,3,I composed a song which I introduced to my siblings and they liked it.,46:10.7,5,gpt-4.1
6785704c3b1ab8813a4958b0,1,painted wall mural in my child's room,47:26.7,5,gpt-4.1
6785704c3b1ab8813a4958b0,2,made clay fruitsbasket animal set,47:26.7,4,gpt-4.1
6785704c3b1ab8813a4958b0,3,made a few small baby quilts hand and machine sewn,47:26.7,3,gpt-4.1
69136c7df68dcde570c33956,1,"My first achievement was illustrating, writing and publishing  a children's story book, people have bought it and they have left very good reviews on it",48:32.9,2,gpt-4.1
