_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at
<django.db.models.base.ModelState object at 0x7f23d2a30d00>,59950,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,46,aut-10,PENCIL,snack,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:45:35.808515+00:00
<django.db.models.base.ModelState object at 0x7f23d2a30d90>,59951,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,47,aut-10,PENCIL,nail cleaner,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.812688+00:00
<django.db.models.base.ModelState object at 0x7f23d2a30e20>,59952,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,48,aut-10,PENCIL,drain declogger,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.816670+00:00
<django.db.models.base.ModelState object at 0x7f23d2a30eb0>,59953,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,49,aut-10,PENCIL,ear decoration (pencil behind the ear),Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:45:35.820741+00:00
<django.db.models.base.ModelState object at 0x7f23d2a30f40>,59954,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,50,aut-10,PENCIL,earring (pencil through earring hole),Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:45:35.824732+00:00
<django.db.models.base.ModelState object at 0x7f23d2a30fd0>,59955,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,51,aut-10,PENCIL,to replace logs in a toy loghouse,Submitted,7,Alternate Uses Task,120,0,2026-01-07 19:45:35.828727+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31060>,59956,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,52,aut-10,PENCIL,eyeliner,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:45:35.832969+00:00
<django.db.models.base.ModelState object at 0x7f23d2a310f0>,59957,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,53,aut-10,PENCIL,EMPTY RESPONSE,Time Limit Hit,2,Alternate Uses Task,120,0,2026-01-07 19:45:35.837567+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31180>,59958,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,9,img8,Mushroom,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img8.png,Time Limit Hit,962,Drawing Task,120,0,2026-01-07 19:46:11.718768+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31210>,59959,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,10,img8,Lamp,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img8.png,Time Limit Hit,1098,Drawing Task,120,0,2026-01-07 19:46:11.731093+00:00
<django.db.models.base.ModelState object at 0x7f23d2a312a0>,59960,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,11,img8,Pool floatie,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img8.png,Time Limit Hit,1096,Drawing Task,120,0,2026-01-07 19:46:11.739844+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31330>,59961,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,12,img8,Scary face,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img8.png,Time Limit Hit,906,Drawing Task,120,0,2026-01-07 19:46:11.748026+00:00
<django.db.models.base.ModelState object at 0x7f23d2a313c0>,59962,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,13,img8,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img8.png,Time Limit Hit,849,Drawing Task,120,0,2026-01-07 19:46:11.755752+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31450>,59963,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,2,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,"This would happen due to the density of the water , also the landscape influence the temperature of the water ",Submitted,19,Scientific Creative Thinking Task,120,0,2026-01-07 19:46:20.953444+00:00
<django.db.models.base.ModelState object at 0x7f23d2a314e0>,59964,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,3,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,The nature of the water ,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-07 19:46:20.959692+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31570>,59965,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,4,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,EMPTY RESPONSE,Time Limit Hit,2,Scientific Creative Thinking Task,120,0,2026-01-07 19:46:20.964953+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31600>,59966,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,31,aut-10,PENCIL,to use with tracing paper to make stencils,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:46:43.485760+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31690>,59967,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,32,aut-10,PENCIL,to raise the height of a table leg so it doesn't rock.,Submitted,13,Alternate Uses Task,120,0,2026-01-07 19:46:43.491650+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31720>,59968,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,33,aut-10,PENCIL,to colour in a collage,Submitted,5,Alternate Uses Task,120,0,2026-01-07 19:46:43.495451+00:00
<django.db.models.base.ModelState object at 0x7f23d2a317b0>,59969,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,34,aut-10,PENCIL,to write the names of plants that you have put in as seeds.,Submitted,13,Alternate Uses Task,120,0,2026-01-07 19:46:43.499383+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31840>,59970,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,35,aut-10,PENCIL,EMPTY RESPONSE,Time Limit Hit,2,Alternate Uses Task,120,0,2026-01-07 19:46:43.503678+00:00
<django.db.models.base.ModelState object at 0x7f23d2a318d0>,59971,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,13,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,the earth is rotating away from the stars,Submitted,8,Scientific Creative Thinking Task,120,1,2026-01-07 19:47:09.532887+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31960>,59972,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,14,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,the stars are burning out,Submitted,5,Scientific Creative Thinking Task,120,1,2026-01-07 19:47:09.539713+00:00
<django.db.models.base.ModelState object at 0x7f23d2a319f0>,59973,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,15,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,a black hole is consuming the stars,Submitted,7,Scientific Creative Thinking Task,120,1,2026-01-07 19:47:09.543549+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31a80>,59974,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,16,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,the stars have moved too far away from earth to be viewed,Submitted,12,Scientific Creative Thinking Task,120,1,2026-01-07 19:47:09.547269+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31b10>,59975,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,17,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,EMPTY RESPONSE,Time Limit Hit,2,Scientific Creative Thinking Task,120,1,2026-01-07 19:47:09.551167+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31ba0>,59976,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,20,img4,girl,7H4H7DwVobsViprPNEB4jm_participant_66db9db4324609f1a7231f49_img4.png,Time Limit Hit,1158,Drawing Task,120,0,2026-01-07 19:47:12.590621+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31c30>,59977,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,21,img4,donkey,7H4H7DwVobsViprPNEB4jm_participant_66db9db4324609f1a7231f49_img4.png,Time Limit Hit,1086,Drawing Task,120,0,2026-01-07 19:47:12.603004+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31cc0>,59978,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,22,img4,witch,7H4H7DwVobsViprPNEB4jm_participant_66db9db4324609f1a7231f49_img4.png,Time Limit Hit,1084,Drawing Task,120,0,2026-01-07 19:47:12.609067+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31d50>,59979,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,23,img4,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_66db9db4324609f1a7231f49_img4.png,Time Limit Hit,907,Drawing Task,120,0,2026-01-07 19:47:12.614581+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31de0>,59980,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,16,img11, ladies hand bag,7H4H7DwVobsViprPNEB4jm_participant_63ae31ff5c725a41082afc56_img11.png,Time Limit Hit,548,Drawing Task,120,0,2026-01-07 19:47:27.392661+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31e70>,59981,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,17,img11,an igloo,7H4H7DwVobsViprPNEB4jm_participant_63ae31ff5c725a41082afc56_img11.png,Time Limit Hit,498,Drawing Task,120,0,2026-01-07 19:47:27.402239+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31f00>,59982,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,18,img11,a jar and its cover,7H4H7DwVobsViprPNEB4jm_participant_63ae31ff5c725a41082afc56_img11.png,Time Limit Hit,456,Drawing Task,120,0,2026-01-07 19:47:27.408816+00:00
<django.db.models.base.ModelState object at 0x7f23d2a31f90>,59983,rebeaty,7H4H7DwVobsViprPNEB4jm,63ae31ff5c725a41082afc56,19,img11,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_63ae31ff5c725a41082afc56_img11.png,Time Limit Hit,401,Drawing Task,120,0,2026-01-07 19:47:27.416257+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32020>,59984,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,23,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,have an app that develops songs synced to their tasks,Submitted,10,Design Problems,120,0,2026-01-07 19:47:34.997565+00:00
<django.db.models.base.ModelState object at 0x7f23d2a320b0>,59985,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,24,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,have a fridge that shows reminders on the door,Submitted,9,Design Problems,120,0,2026-01-07 19:47:35.000380+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32140>,59986,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,25,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,Have a blank tv screen show important tasks when not in use,Submitted,12,Design Problems,120,0,2026-01-07 19:47:35.003116+00:00
<django.db.models.base.ModelState object at 0x7f23d2a321d0>,59987,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,26,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,have a personal robot provide prompts,Submitted,6,Design Problems,120,0,2026-01-07 19:47:35.005809+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32260>,59988,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,27,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,EMPTY RESPONSE,Time Limit Hit,2,Design Problems,120,0,2026-01-07 19:47:35.008321+00:00
<django.db.models.base.ModelState object at 0x7f23d2a322f0>,59989,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,54,img11,window,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img11.png,Submitted,620,Drawing Task,120,0,2026-01-07 19:47:42.798500+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32380>,59990,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,55,img11,person,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img11.png,Submitted,707,Drawing Task,120,0,2026-01-07 19:47:42.805725+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32410>,59991,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,56,img11,orthodox chruch,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img11.png,Submitted,599,Drawing Task,120,0,2026-01-07 19:47:42.812112+00:00
<django.db.models.base.ModelState object at 0x7f23d2a324a0>,59992,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,57,img11,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img11.png,Time Limit Hit,563,Drawing Task,120,0,2026-01-07 19:47:42.818229+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32530>,59993,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,14,img9,Wall outlet protector,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img9.png,Time Limit Hit,688,Drawing Task,120,0,2026-01-07 19:48:13.421306+00:00
<django.db.models.base.ModelState object at 0x7f23d2a325c0>,59994,rebeaty,7H4H7DwVobsViprPNEB4jm,6927665006e11f2bcf3315da,15,img9,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_6927665006e11f2bcf3315da_img9.png,Time Limit Hit,675,Drawing Task,120,0,2026-01-07 19:48:13.429093+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32650>,59995,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,5,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Are they a different spices of human?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-07 19:48:38.802505+00:00
<django.db.models.base.ModelState object at 0x7f23d2a326e0>,59996,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,6,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Are they physically impaired when it comes to hearing?,Submitted,9,Scientific Creative Thinking Task,120,0,2026-01-07 19:48:38.809307+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32770>,59997,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,7,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,what language do they understand ?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-07 19:48:38.813935+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32800>,59998,rebeaty,7H4H7DwVobsViprPNEB4jm,67dd49c5b86cdc10df6d7e70,8,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,I here a kind of norm or atitude for thi,Time Limit Hit,10,Scientific Creative Thinking Task,120,0,2026-01-07 19:48:38.818661+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32890>,59999,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,18,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how did you come up with a sign language?,Submitted,9,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:18.643281+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32920>,60000,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,19,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do people express they want to be left alone?,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:18.649955+00:00
<django.db.models.base.ModelState object at 0x7f23d2a329b0>,60001,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,20,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how does one call for help if they are not nearby another person?,Submitted,13,Scientific Creative Thinking Task,120,1,2026-01-07 19:49:18.654132+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32a40>,60002,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,21,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how are phones used?,Submitted,4,Scientific Creative Thinking Task,120,1,2026-01-07 19:49:18.658972+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32ad0>,60003,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,22,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are the people physically incapable of communicating verbally?,Submitted,8,Scientific Creative Thinking Task,120,1,2026-01-07 19:49:18.663689+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32b60>,60004,rebeaty,7H4H7DwVobsViprPNEB4jm,5591cd21fdf99b63126f6c60,23,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,EMPTY RESPONSE,Time Limit Hit,2,Scientific Creative Thinking Task,120,1,2026-01-07 19:49:18.667861+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32bf0>,60005,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,24,aut-10,PENCIL,weapon,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:49:21.449875+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32c80>,60006,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,25,aut-10,PENCIL,hair accessory,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.454340+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32d10>,60007,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,26,aut-10,PENCIL,door stopper,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.458228+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32da0>,60008,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,27,aut-10,PENCIL,toys,Submitted,1,Alternate Uses Task,120,0,2026-01-07 19:49:21.461884+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32e30>,60009,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,28,aut-10,PENCIL,magic wand,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.465495+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32ec0>,60010,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,29,aut-10,PENCIL,orchestra conductor,Submitted,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.469104+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32f50>,60011,rebeaty,7H4H7DwVobsViprPNEB4jm,66db9db4324609f1a7231f49,30,aut-10,PENCIL,EMPTY RESPONSE,Time Limit Hit,2,Alternate Uses Task,120,0,2026-01-07 19:49:21.472682+00:00
<django.db.models.base.ModelState object at 0x7f23d2a32fe0>,60012,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,36,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,What colour skin do they have,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.695869+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33070>,60013,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,37,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,EMPTY RESPONSE,Submitted,2,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.701367+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33100>,60014,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,38,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How tall are they,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.705399+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33190>,60015,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,39,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,What is the proportion of men to women,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.709337+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33220>,60016,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,40,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Are there many children,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.713346+00:00
<django.db.models.base.ModelState object at 0x7f23d2a332b0>,60017,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,41,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,What diet do they have,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.717432+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33340>,60018,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,42,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,What noises do they make if they do not speak,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.721327+00:00
<django.db.models.base.ModelState object at 0x7f23d2a333d0>,60019,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,43,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Are they shy or confident,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.725159+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33460>,60020,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,44,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,EMPTY RESPONSE,Submitted,2,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.728704+00:00
<django.db.models.base.ModelState object at 0x7f23d2a334f0>,60021,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,45,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Do they wear clothes,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.732114+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33580>,60022,rebeaty,7H4H7DwVobsViprPNEB4jm,663f7196a07afa04b277db38,46,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,EMPTY RESPONSE,Time Limit Hit,2,Scientific Creative Thinking Task,120,0,2026-01-07 19:49:42.735610+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33610>,60023,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,58,img9,abstract sculpture,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img9.png,Time Limit Hit,582,Drawing Task,120,0,2026-01-07 19:49:44.255751+00:00
<django.db.models.base.ModelState object at 0x7f23d2a336a0>,60024,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,59,img9,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img9.png,Time Limit Hit,582,Drawing Task,120,0,2026-01-07 19:49:44.264022+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33730>,60025,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,60,img9,mushroom,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img9.png,Time Limit Hit,664,Drawing Task,120,0,2026-01-07 19:49:44.271022+00:00
<django.db.models.base.ModelState object at 0x7f23d2a337c0>,60026,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,61,img9,lamp,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img9.png,Time Limit Hit,669,Drawing Task,120,0,2026-01-07 19:49:44.277957+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33850>,60027,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,62,img9,top heavy person,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img9.png,Time Limit Hit,714,Drawing Task,120,0,2026-01-07 19:49:44.284825+00:00
<django.db.models.base.ModelState object at 0x7f23d2a338e0>,60028,rebeaty,7H4H7DwVobsViprPNEB4jm,5ca9d0224f3e9d00164426f3,63,img9,EMPTY RESPONSE,7H4H7DwVobsViprPNEB4jm_participant_5ca9d0224f3e9d00164426f3_img9.png,Time Limit Hit,582,Drawing Task,120,0,2026-01-07 19:49:44.291866+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33970>,60029,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,28,aut-2,BRICK,make a tower,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:49:44.747857+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33a00>,60030,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,29,aut-2,BRICK,support a car when tyres have been stolen,Submitted,8,Alternate Uses Task,120,0,2026-01-07 19:49:44.752534+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33a90>,60031,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,30,aut-2,BRICK,put in handbag to deter thefts,Submitted,6,Alternate Uses Task,120,0,2026-01-07 19:49:44.756492+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33b20>,60032,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,31,aut-2,BRICK,use as gym weights,Submitted,4,Alternate Uses Task,120,0,2026-01-07 19:49:44.760255+00:00
<django.db.models.base.ModelState object at 0x7f23d2a33bb0>,60033,rebeaty,7H4H7DwVobsViprPNEB4jm,5efa33c4e9f4160ffd817db9,32,aut-2,BRICK,make garden borders,Submitted,3,Alternate Uses Task,120,0,2026-01-07 19:49:44.763959+00:00
